region,imd_overall,group_code,register,list,prevalence
East of England,8,EP,4259.793955943958,592566.9638626542,0.007188713201587286
East of England,8,HF,6057.964767811005,735236.9676154702,0.0082394724893367
East of England,8,HYP,103453.36729651877,735236.9676154702,0.1407075158802747
East of England,8,LD,3275.324745059422,735236.9676154702,0.004454787897406732
East of England,8,MH,5717.704792943701,735236.9676154702,0.007776682953643413
East of England,8,OB,53458.410153680285,592566.9638626542,0.09021496879476888
East of England,8,OST,2008.0187213294307,291408.95803616114,0.0068907240699177625
East of England,8,PAD,3534.6662532197706,735236.9676154702,0.004807519764251578
East of England,8,PC,3258.5756518007647,735236.9676154702,0.004432007359979489
East of England,8,RA,4796.230702705928,608494.5130552592,0.007882126460966735
East of England,8,STIA,12426.56937660865,735236.9676154702,0.016901448001058295
East of England,9,AF,17665.552291530563,816609.754211207,0.021632796082131495
East of England,9,AST,54492.70573723901,816609.754211207,0.06673041248432734
East of England,9,CAN,27614.958049555768,816609.754211207,0.033816590981367904
East of England,9,CHD,23876.667178489646,816609.754211207,0.029238772933288047
East of England,9,CKD,24410.315692988625,655863.3795134217,0.037218598347568035
East of England,9,COPD,13237.154214580407,816609.754211207,0.016209889909246374
East of England,9,CVDPP,5890.393397507596,470989.5382118109,0.012506420885422299
East of England,9,DEM,6959.055582949469,816107.8081222454,0.008527127805530157
East of England,9,DEP,67946.09584275815,655863.3795134217,0.10359794122545257
East of England,9,DM,40737.6548830797,664600.6229775501,0.061296444021623785
East of England,9,EP,4711.888050592029,655863.3795134217,0.007184252388184457
East of England,9,HF,6664.169805838126,816609.754211207,0.008160776639602216
East of England,9,HYP,114712.86931399221,816609.754211207,0.14047452742564595
East of England,9,LD,3605.389002167534,816609.754211207,0.004415069724032515
East of England,9,MH,6196.430930130945,816609.754211207,0.007587995242741501
East of England,9,OB,57814.12352430286,655863.3795134217,0.08814964416399428
East of England,9,OST,2515.9002315176917,333420.6610632058,0.00754572384175304
East of England,9,PAD,3866.7277711372208,816609.754211207,0.0047350986823225414
East of England,9,PC,3624.4384971658874,816609.754211207,0.004438397261941677
East of England,9,RA,5293.889826238928,673908.9033885256,0.007855497678722411
East of England,9,STIA,13785.248882486276,816609.754211207,0.016881073011186288
London,1,AF,2097.0590709940225,226135.5619532345,0.009273459923245953
London,1,AST,11814.956368804273,226135.5619532345,0.05224722846222498
London,1,CAN,4377.193241407073,226135.5619532345,0.01935650104565283
London,1,CHD,4186.771559227231,226135.5619532345,0.01851443233016604
London,1,CKD,4104.099590333741,170863.9920139348,0.024019686898097473
London,1,COPD,2971.4971464973555,226135.5619532345,0.013140335473249758
London,1,CVDPP,1308.2354011098055,122262.07118293444,0.01070025551221327
London,1,DEM,1136.430964581688,225954.68456232134,0.005029464057286429
London,1,DEP,16003.564471166763,170863.9920139348,0.0936625925833548
London,1,DM,13912.071823286915,173839.1272160023,0.08002842654634702
London,1,EP,1058.6703926722446,170863.9920139348,0.00619598301663176
London,1,HF,1397.8206193283302,226135.5619532345,0.006181339225262605
London,1,HYP,26625.906669532735,226135.5619532345,0.11774312027508108
London,1,LD,1173.1920732844096,226135.5619532345,0.005188003439843881
London,1,MH,3349.779601918017,226135.5619532345,0.014813148241631987
London,1,OB,18764.021110301597,170863.9920139348,0.10981846373325574
London,1,OST,243.97988753533159,59341.07235143244,0.0041114843036610905
London,1,PAD,818.6673233451116,226135.5619532345,0.003620250244030236
London,1,PC,641.3166111247338,226135.5619532345,0.002835983007649898
London,1,RA,987.0767540418275,176839.40075427789,0.005581769389805791
London,1,STIA,2494.7714646544637,226135.5619532345,0.011032194331161368
London,10,AF,6698.862822161007,395905.6593684952,0.01692035125955585
London,10,AST,19897.343389759575,395905.6593684952,0.05025778975096645
London,10,CAN,11504.302462245998,395905.6593684952,0.02905819149086271
London,10,CHD,8743.323841005556,395905.6593684952,0.02208436185264928
London,10,CKD,8357.454786189555,313375.27382564894,0.026669158303916956
London,10,COPD,4357.335321636974,395905.6593684952,0.011005994025413307
London,10,CVDPP,1949.5718427026072,230934.2857250491,0.008442106535119571
London,10,DEM,3026.513985530286,395578.2815363628,0.007650859834305842
London,10,DEP,25422.51573557566,313375.27382564894,0.08112482974556524
London,10,DM,16434.42426806896,317702.28622292174,0.05172900851124955
London,10,EP,1718.009814441055,313375.27382564894,0.005482276228969155
London,10,HF,2308.733607199316,395905.6593684952,0.005831524638677688
London,10,HYP,44528.478507796404,395905.6593684952,0.1124724475493058
London,10,LD,1204.4560612303035,395905.6593684952,0.0030422804845768514
London,10,MH,3025.3367596436806,395905.6593684952,0.007641559770752866
London,10,OB,19216.900816429737,313375.27382564894,0.061322326365549025
London,10,OST,1017.8513779497578,147070.31475798239,0.006920848572498978
London,10,PAD,1292.8801895252318,395905.6593684952,0.0032656269465495664
London,10,PC,1442.19785868406,395905.6593684952,0.003642781618692933
London,10,RA,1932.0747175238525,322123.5630487293,0.005997930419115529
London,10,STIA,4935.364873612687,395905.6593684952,0.012466012437117048
London,2,AF,14007.868899704812,1508916.2695337967,0.009283397086064134
London,2,AST,76593.16814608926,1508916.2695337967,0.05076038325821347
London,2,CAN,27877.12122415292,1508916.2695337967,0.01847492918395399
London,2,CHD,27189.55148856143,1508916.2695337967,0.0180192579519088
London,2,CKD,27696.7862703486,1156147.066778732,0.02395610996749544
London,2,COPD,19533.341810783266,1508916.2695337967,0.012945278810479258
London,2,CVDPP,8485.74573728303,822804.2187154808,0.010313201542075873
London,2,DEM,6501.042342443291,1508669.6918519516,0.004309122386135434
London,2,DEP,102895.07811221351,1156147.066778732,0.08899826074800393
London,2,DM,87974.14388139574,1174236.3098990568,0.0749203061936983
London,2,EP,6676.637579087198,1156147.066778732,0.005774903358696147
London,2,HF,8418.796650170936,1508916.2695337967,0.00557936634401328
London,2,HYP,168073.73484429062,1508916.2695337967,0.11138705191124994
London,2,LD,6972.039526802687,1508916.2695337967,0.004620560906906258
London,2,MH,19708.93157598204,1508916.2695337967,0.013061646940867979
London,2,OB,116418.46034140197,1156147.066778732,0.10069520019262618
London,2,OST,1511.530858144893,368422.7969462146,0.0041027071904173144
London,2,PAD,5193.888684693232,1508916.2695337967,0.0034421318064904722
London,2,PC,4075.995758861183,1508916.2695337967,0.002701273649942502
London,2,RA,6577.358693196551,1192799.9137624968,0.0055142179482972325
London,2,STIA,15598.569731307696,1508916.2695337967,0.010337597947782164
London,3,AF,16904.910516798147,1882380.2341057234,0.008980603498968044
London,3,AST,92758.13224200264,1882380.2341057234,0.04927704326754682
London,3,CAN,33685.61352266067,1882380.2341057234,0.017895222714481993
London,3,CHD,33501.62630537178,1882380.2341057234,0.017797480922491542
London,3,CKD,34843.762252636174,1476687.7155158964,0.023595890916220656
London,3,COPD,21858.06451407825,1882380.2341057234,0.011611928407473172
London,3,CVDPP,10381.651321774216,1041819.6290818669,0.009964921980711134
London,3,DEM,7873.245782285406,1883710.0450800813,0.004179648456432526
London,3,DEP,122156.61953341195,1476687.7155158964,0.08272339388340835
London,3,DM,108779.18230411466,1496206.4454804857,0.07270332421885922
London,3,EP,7935.6732406283945,1476687.7155158964,0.005373968481789654
London,3,HF,10060.689556066267,1882380.2341057234,0.005344663832408904
London,3,HYP,201839.93698737724,1882380.2341057234,0.10722591181651822
London,3,LD,7910.093980889191,1882380.2341057234,0.004202176498441134
London,3,MH,22555.30509032794,1882380.2341057234,0.011982332092986228
London,3,OB,139503.31012451582,1476687.7155158964,0.09447042096898521
London,3,OST,1878.7327106054552,437698.1618183912,0.0042923020348094925
London,3,PAD,5969.8496869072505,1882380.2341057234,0.00317143666234011
London,3,PC,5241.00876350685,1882380.2341057234,0.002784245535810535
London,3,RA,8011.216856267739,1516414.419487415,0.005282999655843239
London,3,STIA,18477.307344056226,1882380.2341057234,0.009815927201782577
London,4,AF,14407.757268996766,1506548.0515680597,0.009563423651838219
London,4,AST,72457.9220389684,1506548.0515680597,0.04809532756924152
London,4,CAN,28020.48227141394,1506548.0515680597,0.018599129474993776
London,4,CHD,27505.49782985663,1506548.0515680597,0.01825729873084904
London,4,CKD,27983.90586337145,1217006.5722043887,0.022994046624319895
London,4,COPD,16340.142337971554,1506548.0515680597,0.01084608109310835
London,4,CVDPP,8276.70541052504,855839.0474120028,0.009670866777524602
London,4,DEM,6382.0027438836105,1507910.0252766376,0.004232349833149218
London,4,DEP,95440.34402392356,1217006.5722043887,0.0784222092170386
London,4,DM,85689.82774566219,1231273.2886110395,0.06959448283193585
London,4,EP,6380.848627450208,1217006.5722043887,0.005243068339304403
London,4,HF,7826.53793220405,1506548.0515680597,0.005195013809256172
London,4,HYP,160193.2446663009,1506548.0515680597,0.10633132112816915
London,4,LD,6031.630739494781,1506548.0515680597,0.004003609930142541
London,4,MH,16979.25818827744,1506548.0515680597,0.011270306427070099
London,4,OB,104464.22055972798,1217006.5722043887,0.0858370225318585
London,4,OST,1668.6696620621713,360848.7018257157,0.004624291714559396
London,4,PAD,4720.002160625563,1506548.0515680597,0.0031329914473772315
London,4,PC,4245.421402583525,1506548.0515680597,0.0028179794186881497
London,4,RA,6532.295225728997,1245758.6250476385,0.005243628335689186
London,4,STIA,14857.276813493736,1506548.0515680597,0.009861800822104442
London,5,AF,12998.127093601632,1214747.3340005225,0.010700272171658079
London,5,AST,58806.20644495934,1214747.3340005225,0.04841023709127485
London,5,CAN,24962.86089900461,1214747.3340005225,0.02054983797889436
London,5,CHD,23436.473554803593,1214747.3340005225,0.019293290792925924
London,5,CKD,22792.949527508787,979323.026568574,0.023274189321752646
London,5,COPD,13049.358222725585,1214747.3340005225,0.010742446480413491
London,5,CVDPP,6747.453294281383,702637.2403280035,0.009603039672550735
London,5,DEM,5862.5930314819425,1215209.0122603795,0.004824349533564668
London,5,DEP,76574.95488357349,979323.026568574,0.07819172306392366
London,5,DM,67822.67943178667,990296.2109133316,0.06848726541045239
London,5,EP,5229.724652539145,979323.026568574,0.005340142640027008
London,5,HF,6428.607791223395,1214747.3340005225,0.0052921357481412095
London,5,HYP,131756.03068027383,1214747.3340005225,0.10846373315046696
London,5,LD,4763.050367313394,1214747.3340005225,0.0039210214618271766
London,5,MH,13101.339539304281,1214747.3340005225,0.010785238355829679
London,5,OB,80532.32035001014,979323.026568574,0.08223264251447795
London,5,OST,1692.6549005572826,314491.8792066315,0.005382189533247542
London,5,PAD,3847.177049053521,1214747.3340005225,0.003167059471028949
London,5,PC,3617.3839592826434,1214747.3340005225,0.0029778900171523962
London,5,RA,5557.284139774391,1001554.0274583002,0.00554866136765225
London,5,STIA,12744.029158633666,1214747.3340005225,0.010491094569159339
London,6,AF,12736.91337227087,1110595.8998499184,0.011468539883851622
London,6,AST,53720.73853846125,1110595.8998499184,0.048371093883671695
London,6,CAN,24298.19651395894,1110595.8998499184,0.021878521717253328
London,6,CHD,21913.701550547525,1110595.8998499184,0.019731480688438392
London,6,CKD,20840.84623669126,904525.788160573,0.023040632461206908
London,6,COPD,11535.902206115683,1110595.8998499184,0.010387128394472372
London,6,CVDPP,5963.666976315752,638249.1304030855,0.009343791776965532
London,6,DEM,5830.5809310432605,1110703.015588093,0.005249450887603915
London,6,DEP,70314.22052813001,904525.788160573,0.07773600426707537
London,6,DM,59563.4284188495,914346.3554033203,0.06514317913213089
London,6,EP,4744.427257066363,904525.788160573,0.005245209500012757
London,6,HF,5863.092876217923,1110595.8998499184,0.005279231516170948
London,6,HYP,119242.75543045245,1110595.8998499184,0.10736826549293622
London,6,LD,4149.942509407967,1110595.8998499184,0.003736680920547945
London,6,MH,11336.70595204418,1110595.8998499184,0.01020776859843997
London,6,OB,69418.04139553908,904525.788160573,0.07674523192611936
London,6,OST,1813.2994528105592,298954.420346116,0.006065471287265806
London,6,PAD,3492.740823957385,1110595.8998499184,0.0031449250122653795
London,6,PC,3264.8057366798157,1110595.8998499184,0.002939688267461647
London,6,RA,5036.458648133615,924460.3696305945,0.0054479984362619405
London,6,STIA,11794.903648946045,1110595.8998499184,0.010620337829934328
London,7,AF,11558.516219449126,871425.064227731,0.013263924454241448
London,7,AST,42466.18989624201,871425.064227731,0.0487318894526819
London,7,CAN,21257.710103635764,871425.064227731,0.024394191739796515
London,7,CHD,18118.70000567338,871425.064227731,0.0207920345069836
London,7,CKD,17279.844454127106,706770.660435037,0.02444901213569177
London,7,COPD,9570.851920637648,871425.064227731,0.010982989029721644
London,7,CVDPP,4768.739354022139,507250.68165446544,0.009401149227573756
London,7,DEM,5230.9674236059445,871108.3640289347,0.0060049560302834985
London,7,DEP,56472.67932860773,706770.660435037,0.07990241034319001
London,7,DM,43898.22696398203,714561.7941167592,0.061433772873685254
London,7,EP,3806.151221786205,706770.660435037,0.005385270547936177
London,7,HF,4783.079385560627,871425.064227731,0.005488801713317093
London,7,HYP,96296.04811046831,871425.064227731,0.11050410650720405
London,7,LD,3112.721066547204,871425.064227731,0.0035719893704293905
London,7,MH,8390.368542455366,871425.064227731,0.009628330520755709
London,7,OB,51981.94074565626,706770.660435037,0.07354852663756575
London,7,OST,1609.7567344682618,259042.4006530766,0.006214259636298437
London,7,PAD,2860.53866370627,871425.064227731,0.0032825985631263883
London,7,PC,2951.278401019296,871425.064227731,0.003386726549614177
London,7,RA,4117.637713463703,722601.1945110954,0.005698354423908273
London,7,STIA,9911.644585555621,871425.064227731,0.011374064153570633
London,8,AF,11335.862915369296,787749.0866871264,0.014390194932554213
London,8,AST,37912.26266844215,787749.0866871264,0.04812733306728659
London,8,CAN,20505.66223787292,787749.0866871264,0.02603070264937957
London,8,CHD,16603.270128288637,787749.0866871264,0.021076851003551878
London,8,CKD,15824.174751811279,642417.2567717864,0.02463223798085594
London,8,COPD,8341.49443567801,787749.0866871264,0.010589024572225289
London,8,CVDPP,4221.864957731534,460599.73382487707,0.009166016928999602
London,8,DEM,4921.878714468106,787006.7092669698,0.0062539221794594615
London,8,DEP,50870.626127812895,642417.2567717864,0.07918626965820173
London,8,DM,36441.22336745041,649391.9642723362,0.056115913612026176
London,8,EP,3345.825744646344,642417.2567717864,0.0052081816130834764
London,8,HF,4319.587426765309,787749.0866871264,0.005483455963029174
London,8,HYP,86074.05968551585,787749.0866871264,0.10926583240800664
London,8,LD,2534.4993341317368,787749.0866871264,0.0032173941892977074
London,8,MH,7152.091131313464,787749.0866871264,0.009079148744420049
London,8,OB,43683.20464041761,642417.2567717864,0.06799818059049388
London,8,OST,1646.12174899533,250111.8260568015,0.00658154304395622
London,8,PAD,2591.1423689743006,787749.0866871264,0.0032892991090238298
London,8,PC,2592.081285753702,787749.0866871264,0.0032904910073011735
London,8,RA,3660.9437586836834,656460.7474021629,0.0055767900414019815
London,8,STIA,9170.889007541982,787749.0866871264,0.01164189100632296
London,9,AF,12001.72107852681,745412.6271392055,0.016100775116444994
London,9,AST,36994.851065145995,745412.6271392055,0.04963003002394434
London,9,CAN,21113.09982101637,745412.6271392055,0.02832404369382048
London,9,CHD,16519.563537048536,745412.6271392055,0.0221616363012905
London,9,CKD,15875.139056463158,597811.131138162,0.026555442395725826
London,9,COPD,8375.062610029232,745412.6271392055,0.011235471878403253
London,9,CVDPP,3964.790244726901,437373.66074547346,0.009064995450272856
London,9,DEM,5277.585982799435,744453.0688232625,0.007089212475329812
London,9,DEP,48697.10381751532,597811.131138162,0.08145901151890861
London,9,DM,33181.16768984535,605167.9087624763,0.0548296881070551
London,9,EP,3300.9027618711075,597811.131138162,0.00552164820950486
London,9,HF,4305.521908530533,745412.6271392055,0.0057760249179767105
London,9,HYP,84856.51938836512,745412.6271392055,0.11383831759603155
London,9,LD,2401.7284835642504,745412.6271392055,0.0032220120724031263
London,9,MH,6129.90089199388,745412.6271392055,0.008223500204872601
London,9,OB,39301.36829283034,597811.131138162,0.06574211526975947
London,9,OST,1778.8457518777075,262052.89061809113,0.006788117267785264
London,9,PAD,2524.5153008761345,745412.6271392055,0.0033867353583274923
London,9,PC,2627.1794536691846,745412.6271392055,0.0035244633079962034
London,9,RA,3660.9810466384715,612963.4763569037,0.005972592475488428
London,9,STIA,9196.777871485205,745412.6271392055,0.012337834826841095
North East,1,AF,12207.52714820901,563777.1899920139,0.021653105810084183
North East,1,AST,40195.191705570265,563777.1899920139,0.07129623620661142
North East,1,CAN,17619.837142677312,563777.1899920139,0.0312531926716065
North East,1,CHD,23108.956526933765,563777.1899920139,0.040989520216774135
North East,1,CKD,20123.35993043374,431879.1701477496,0.046594884220855955
North East,1,COPD,19384.76797345721,563777.1899920139,0.034383739387774455
North East,1,CVDPP,4024.5953490877578,300011.72242141824,0.013414793650744484
North East,1,DEM,4354.2220004758965,564070.6067206061,0.0077192854025677285
North East,1,DEP,59230.073873122026,431879.1701477496,0.13714501176997934
North East,1,DM,35670.99816693118,438062.22965239565,0.08142906590060567
North East,1,EP,4776.008102173906,431879.1701477496,0.011058667405839445
North East,1,HF,6798.643709070936,563777.1899920139,0.012059096802350662
North East,1,HYP,89173.73171783537,563777.1899920139,0.1581719397322523
North East,1,LD,4487.8233412735735,563777.1899920139,0.007960278317285496
North East,1,MH,6059.837049090852,563777.1899920139,0.010748638214995346
North East,1,OB,64166.356663124774,431879.1701477496,0.14857478919664707
North East,1,OST,1649.4491582795279,183286.43344329318,0.008999297587346253
North East,1,PAD,5526.772755067458,563777.1899920139,0.00980311522561909
North East,1,PC,3910.133478080464,563777.1899920139,0.006935600708031222
North East,1,RA,3928.3527640074835,444521.1980005426,0.00883726756266568
North East,1,STIA,12699.613291947413,563777.1899920139,0.022525943790182978
North East,10,AF,3889.033730237446,165574.86941532846,0.02348806762747421
North East,10,AST,11049.747110451348,165574.86941532846,0.06673565348092851
North East,10,CAN,5858.073070165737,165574.86941532846,0.035380206494207346
North East,10,CHD,5825.208030515238,165574.86941532846,0.03518171598796958
North East,10,CKD,5875.652834989901,134641.52996037915,0.04363923105091664
North East,10,COPD,3048.1034173160797,165574.86941532846,0.018409215287799555
North East,10,CVDPP,1122.858386791779,96581.16072128585,0.011626060179915692
North East,10,DEM,1646.4691090797955,165289.02551012367,0.009961152012351553
North East,10,DEP,14580.979013528553,134641.52996037915,0.10829481080480358
North East,10,DM,8512.591973398918,136477.06475667135,0.06237379143943525
North East,10,EP,1025.9094124330873,134641.52996037915,0.007619561458748878
North East,10,HF,1923.8184403797075,165574.86941532846,0.011619024355405022
North East,10,HYP,24159.261232364435,165574.86941532846,0.14591140139608552
North East,10,LD,780.0521227249534,165574.86941532846,0.00471117462136279
North East,10,MH,1286.9051948566173,165574.86941532846,0.00777234612596034
North East,10,OB,14336.312681417261,134641.52996037915,0.10647764241564987
North East,10,OST,729.9022330757173,73996.56704645131,0.0098640012937022
North East,10,PAD,1155.1380921690375,165574.86941532846,0.006976530292598244
North East,10,PC,941.6201351807531,165574.86941532846,0.005686974952816001
North East,10,RA,1084.2816705764194,138305.40675296725,0.00783976343392777
North East,10,STIA,3683.371167407967,165574.86941532846,0.022245955442480758
North East,2,AF,9366.532195741527,401864.5535209315,0.02330768442669742
North East,2,AST,29467.638277078004,401864.5535209315,0.0733272890552243
North East,2,CAN,13649.437805505695,401864.5535209315,0.0339652693573402
North East,2,CHD,17735.364543425254,401864.5535209315,0.044132691943186
North East,2,CKD,15860.823582018864,317264.0268620983,0.04999250541856393
North East,2,COPD,13841.2718923861,401864.5535209315,0.034442629416095445
North East,2,CVDPP,3035.9799577690524,224211.41322266235,0.01354070211739867
North East,2,DEM,3573.960083136733,401782.28828017606,0.008895265389708997
North East,2,DEP,43564.75850411114,317264.0268620983,0.13731389258022295
North East,2,DM,26702.595166451338,321523.1101602582,0.08305031371817051
North East,2,EP,3381.4275432352297,317264.0268620983,0.010658086820240095
North East,2,HF,5345.658093739072,401864.5535209315,0.013302138859730602
North East,2,HYP,67776.06859327148,401864.5535209315,0.16865401041085176
North East,2,LD,3122.0122766240697,401864.5535209315,0.007768817252655394
North East,2,MH,4164.810473613571,401864.5535209315,0.01036371692184253
North East,2,OB,49549.56752162341,317264.0268620983,0.15617770477067222
North East,2,OST,1333.8249183578778,150004.7451821866,0.00889188483162913
North East,2,PAD,3965.162398711434,401864.5535209315,0.009866912530529778
North East,2,PC,2924.68547459166,401864.5535209315,0.007277789118166961
North East,2,RA,3058.9800290062703,325846.5904998111,0.0093877920413841
North East,2,STIA,9568.137600161974,401864.5535209315,0.023809359437976924
North East,3,AF,7976.513355992523,349135.55484064517,0.022846465349635383
North East,3,AST,25183.97451557311,349135.55484064517,0.07213236854971058
North East,3,CAN,11720.522822644632,349135.55484064517,0.03357012100355747
North East,3,CHD,14650.390206576825,349135.55484064517,0.04196189704386784
North East,3,CKD,13357.868260182659,280071.7568672517,0.04769444948536534
North East,3,COPD,11049.168673626082,349135.55484064517,0.03164721702053295
North East,3,CVDPP,2580.9003629412928,196036.71966135444,0.013165392521358725
North East,3,DEM,3109.484777118435,349214.85894480295,0.008904216694885602
North East,3,DEP,37929.071495072996,280071.7568672517,0.13542626332383312
North East,3,DM,22553.073193591605,283910.2159743167,0.07943734295081449
North East,3,EP,2806.756618983928,280071.7568672517,0.010021562510904209
North East,3,HF,4570.461447243128,349135.55484064517,0.013090793486584913
North East,3,HYP,56868.77639383899,349135.55484064517,0.16288451750436997
North East,3,LD,2484.0605024842885,349135.55484064517,0.0071148883808699465
North East,3,MH,3412.0070654825995,349135.55484064517,0.009772728724348716
North East,3,OB,42248.23008850858,280071.7568672517,0.1508478775620827
North East,3,OST,1227.7052315909332,131910.35707500202,0.009307117794343326
North East,3,PAD,3263.43272760077,349135.55484064517,0.009347179576397734
North East,3,PC,2448.4323277080643,349135.55484064517,0.007012841556127375
North East,3,RA,2707.726407521782,287649.12620165455,0.009413296133649813
North East,3,STIA,8113.747468848648,349135.55484064517,0.023239533632007144
North East,4,AF,6750.31506705089,284477.1034782044,0.023728851934011887
North East,4,AST,20488.49367599921,284477.1034782044,0.07202159128271975
North East,4,CAN,9887.207987348425,284477.1034782044,0.034755725035375114
North East,4,CHD,11840.046166080203,284477.1034782044,0.041620383578558705
North East,4,CKD,11023.588889492929,233897.6833590706,0.04712996183279825
North East,4,COPD,8429.108634174627,284477.1034782044,0.029630182995801047
North East,4,CVDPP,2045.291464216706,159398.50025407932,0.012831309334507763
North East,4,DEM,2573.4991795444344,284716.1273161726,0.009038824754337172
North East,4,DEP,30130.8113556645,233897.6833590706,0.1288204779241394
North East,4,DM,18375.494786365405,236521.312786009,0.07769065108728915
North East,4,EP,2234.277140248627,233897.6833590706,0.009552369686443844
North East,4,HF,3572.6674962192255,284477.1034782044,0.012558717213221873
North East,4,HYP,46661.92273793532,284477.1034782044,0.16402698905260185
North East,4,LD,1907.1115236553971,284477.1034782044,0.00670391922702318
North East,4,MH,2670.2758706957225,284477.1034782044,0.009386610866207408
North East,4,OB,33166.33326285102,233897.6833590706,0.14179846840096896
North East,4,OST,988.8659019780389,112170.52932435401,0.00881573714534786
North East,4,PAD,2565.544435817829,284477.1034782044,0.0090184566857922591
North East,4,PC,1828.8051776585935,284477.1034782044,0.006428655084357993
North East,4,RA,2228.182403170261,239486.41755221647,0.009304003233020256
North East,4,STIA,6692.191962044868,284477.1034782044,0.023524536351860033
North East,5,AF,5372.734606796508,228294.23425525782,0.023534254486642908
North East,5,AST,16175.85969218036,228294.23425525782,0.07085531417361153
North East,5,CAN,7848.293996767162,228294.23425525782,0.03437797727292541
North East,5,CHD,9336.429258782386,228294.23425525782,0.04089647418928347
North East,5,CKD,8992.823588581838,190274.55838793993,0.04726235427779516
North East,5,COPD,6580.865764972407,228294.23425525782,0.028826246034817867
North East,5,CVDPP,1648.605958724091,131594.6853965816,0.012527906835718734
North East,5,DEM,2215.6534437143146,228281.7323446586,0.009705785132071506
North East,5,DEP,23865.115037325173,190274.55838793993,0.12542462449797387
North East,5,DM,14576.91279274686,192259.81337715188,0.07581882316795788
North East,5,EP,1773.8128247511384,190274.55838793993,0.00932238571346261
North East,5,HF,2819.3694208491834,228294.23425525782,0.012349718029658258
North East,5,HYP,36796.50015807248,228294.23425525782,0.161180155417022
North East,5,LD,1526.6274426406,228294.23425525782,0.006687104681468496
North East,5,MH,2121.008094589116,228294.23425525782,0.009290677451878166
North East,5,OB,26044.066055274106,190274.55838793993,0.13687623966087126
North East,5,OST,836.9274846854787,96759.18604600309,0.008649592032404766
North East,5,PAD,2051.9047238212997,228294.23425525782,0.008987983119744702
North East,5,PC,1575.629360936779,228294.23425525782,0.006901748377819537
North East,5,RA,1782.8158030305383,194393.02423736517,0.00917119227927447
North East,5,STIA,5247.691774915095,228294.23425525782,0.02298652785530976
North East,6,AF,4341.476553386412,178663.6650534805,0.02429971730450537
North East,6,AST,12568.834026599061,178663.6650534805,0.07034913351204765
North East,6,CAN,6317.661820091116,178663.6650534805,0.03536064156189794
North East,6,CHD,7158.462012002087,178663.6650534805,0.04006669184727236
North East,6,CKD,6922.4258707141335,149235.04220402375,0.04638606166807843
North East,6,COPD,4789.542075034864,178663.6650534805,0.026807588849143894
North East,6,CVDPP,1361.8754758662503,103434.76724591608,0.013166515593624264
North East,6,DEM,1730.8006709056708,178782.6280753459,0.009681033831632928
North East,6,DEP,18311.2307189981,149235.04220402375,0.12270061004816993
North East,6,DM,11180.443062547158,150813.09439649453,0.07413443180970256
North East,6,EP,1364.1553016340215,149235.04220402375,0.009140985129813168
North East,6,HF,2260.632292583397,178663.6650534805,0.012653005253791854
North East,6,HYP,28900.627397177996,178663.6650534805,0.16175996047392732
North East,6,LD,1132.3122464472285,178663.6650534805,0.006337675016955946
North East,6,MH,1623.8756632920129,178663.6650534805,0.009089009020417935
North East,6,OB,20121.501396490567,149235.04220402375,0.1348309425140367
North East,6,OST,746.1562825000823,77585.9272988389,0.009617160076286782
North East,6,PAD,1540.838293301195,178663.6650534805,0.00862423981305861
North East,6,PC,1131.9733175529652,178663.6650534805,0.0063357779950060054
North East,6,RA,1357.4438125532038,152432.88982174388,0.008905189779847436
North East,6,STIA,4174.474066924045,178663.6650534805,0.023364986191649395
North East,7,AF,4825.568182362112,203105.8526924449,0.02375888295877558
North East,7,AST,14300.87698997952,203105.8526924449,0.07041095468398328
North East,7,CAN,7091.753855362509,203105.8526924449,0.03491654111071466
North East,7,CHD,8051.427039934428,203105.8526924449,0.039641531414293524
North East,7,CKD,7736.9949305075725,170191.14167175785,0.04546062065574285
North East,7,COPD,5327.581457298537,203105.8526924449,0.026230565917595105
North East,7,CVDPP,1520.7394161231098,119821.40575592226,0.012691717364932903
North East,7,DEM,2167.945351864792,202996.04085250493,0.010679742042062788
North East,7,DEP,21103.22668989914,170191.14167175785,0.12399720974079985
North East,7,DM,12567.28658414952,172071.2317892037,0.07303537292942208
North East,7,EP,1530.9527180882674,170191.14167175785,0.008995490029915695
North East,7,HF,2520.459274227345,203105.8526924449,0.012409584661471946
North East,7,HYP,32220.918821014926,203105.8526924449,0.15864101597212849
North East,7,LD,1218.4202740516635,203105.8526924449,0.005998942216089995
North East,7,MH,1780.4230807462818,203105.8526924449,0.008765986096138281
North East,7,OB,22519.978246988354,170191.14167175785,0.13232168270204042
North East,7,OST,918.5608975068906,93291.11558584632,0.00984617765302241
North East,7,PAD,1707.0403930115904,203105.8526924449,0.008404683421882941
North East,7,PC,1333.524034870461,203105.8526924449,0.006565660305662207
North East,7,RA,1559.4610036984564,173954.50816704458,0.008964763374806827
North East,7,STIA,4706.9165207686,203105.8526924449,0.023174696634154095
North East,8,AF,4542.660515513476,201450.2773116724,0.022549785367062713
North East,8,AST,13592.756233921029,201450.2773116724,0.06747449750536252
North East,8,CAN,6578.575814864349,201450.2773116724,0.0326560772348124
North East,8,CHD,7592.875175342291,201450.2773116724,0.037691063406157674
North East,8,CKD,7326.865759505661,170538.76158208813,0.04296305245525607
North East,8,COPD,5194.183428020772,201450.2773116724,0.02578394776783865
North East,8,CVDPP,1418.3986389837244,115516.74559738538,0.012278727483609343
