region,imd_overall,group_code,register,list,prevalence
East Midlands,7,CKD,19930.36217955813,408772.69424483384,0.04875658883325722
East Midlands,7,COPD,9657.311252315416,494811.8728583189,0.01951713728397262
East Midlands,7,CVDPP,3669.3813317183585,282608.37033801404,0.012983979658244344
East Midlands,7,DEM,4783.463622824172,494501.5565036563,0.009673303470762286
East Midlands,7,DEP,49713.137188552675,408772.69424483384,0.12161560174754985
East Midlands,7,DM,29149.173964454134,413570.66682911053,0.07048172489587788
East Midlands,7,EP,3298.0881239967116,408772.69424483384,0.008068269163843234
East Midlands,7,HF,5341.356785431624,494811.8728583189,0.010794722354936363
East Midlands,7,HYP,74552.11138126682,494811.8728583189,0.15066758796754573
East Midlands,7,LD,2680.902220812256,494811.8728583189,0.0054180232283550876
East Midlands,7,MH,3862.826433370136,494811.8728583189,0.007806656721990565
East Midlands,7,OB,44677.92782577046,408772.69424483384,0.10929773063317844
East Midlands,7,OST,1734.9702284211687,211645.76653020596,0.008197519170191172
East Midlands,7,PAD,3150.8560206894476,494811.8728583189,0.006367785806125235
East Midlands,7,PC,3283.483750134789,494811.8728583189,0.006635822481719147
East Midlands,7,RA,3242.6309733520557,418573.1289867989,0.007746868465257651
East Midlands,7,STIA,9615.417217831166,494811.8728583189,0.019432470692926116
East Midlands,8,AF,13476.65308389003,567807.1010177068,0.023734562423990833
East Midlands,8,AST,38137.73627681638,567807.1010177068,0.06716671244241286
East Midlands,8,CAN,19735.03755154282,567807.1010177068,0.03475658813736356
East Midlands,8,CHD,18726.19897461215,567807.1010177068,0.03297986048615511
East Midlands,8,CKD,22787.40367759252,461447.6156940654,0.04938242804292722
East Midlands,8,COPD,11188.985012963818,567807.1010177068,0.019705609515818463
East Midlands,8,CVDPP,4397.8068383109385,334583.17983218376,0.013144136057636664
East Midlands,8,DEM,5494.488691619551,567053.6335955233,0.009689539694474022
East Midlands,8,DEP,57010.43684343445,461447.6156940654,0.12354693123223705
East Midlands,8,DM,32649.255112258958,467235.2143149568,0.06987755655388282
East Midlands,8,EP,3691.568211274122,461447.6156940654,0.007999972446973461
East Midlands,8,HF,6196.951282487233,567807.1010177068,0.0109138319534577
East Midlands,8,HYP,86557.33592342584,567807.1010177068,0.15244144669604368
East Midlands,8,LD,2938.4434119394355,567807.1010177068,0.0051750733773366486
East Midlands,8,MH,4209.600754455551,567807.1010177068,0.007413786736570378
East Midlands,8,OB,50529.20514101174,461447.6156940654,0.10950149794361932
East Midlands,8,OST,2030.7818189418683,249779.83989980762,0.008130287135088489
East Midlands,8,PAD,3539.5066679241304,567807.1010177068,0.0062336428367664115
East Midlands,8,PC,3983.039694605843,567807.1010177068,0.007014776122853796
East Midlands,8,RA,3699.7196503108325,473418.6949497584,0.00781489977007238
East Midlands,8,STIA,11056.36983091727,567807.1010177068,0.019472052764222973
East Midlands,9,AF,13728.495217699208,566962.4702632056,0.024214116344113426
East Midlands,9,AST,38529.9615233146,566962.4702632056,0.06795857493958556
East Midlands,9,CAN,20067.173744877015,566962.4702632056,0.03539418356132297
East Midlands,9,CHD,18919.668196265597,566962.4702632056,0.033370230286111115
East Midlands,9,CKD,23249.422079416407,459076.77086352766,0.050643865155024136
East Midlands,9,COPD,10659.125634088896,566962.4702632056,0.018800407775034077
East Midlands,9,CVDPP,4316.093025738466,334393.1701849272,0.012907240370225165
East Midlands,9,DEM,5613.941793288444,566619.2110270971,0.009907785835768235
East Midlands,9,DEP,55046.61464116599,459076.77086352766,0.11990720971924324
East Midlands,9,DM,31919.652153891457,465053.7930060173,0.06863647310038917
East Midlands,9,EP,3633.235503606504,459076.77086352766,0.007914222052168648
East Midlands,9,HF,6318.0073309723275,566962.4702632056,0.011143607667786666
East Midlands,9,HYP,86463.98627002689,566962.4702632056,0.15250389718015553
East Midlands,9,LD,2785.904420579299,566962.4702632056,0.0049137369168121055
East Midlands,9,MH,4072.017943544217,566962.4702632056,0.007182164882366607
East Midlands,9,OB,48373.79108116772,459076.77086352766,0.10537189888779641
East Midlands,9,OST,2169.114217622865,250768.46719719202,0.00864986831026558
East Midlands,9,PAD,3534.8475736643836,566962.4702632056,0.006234711747363759
East Midlands,9,PC,4030.218847502071,566962.4702632056,0.007108440256426656
East Midlands,9,RA,3652.484030310046,471216.9455685,0.0077511729250388135
East Midlands,9,STIA,11300.81778754743,566962.4702632056,0.019932214882408636
East of England,1,AF,5124.086199969214,264200.9631260583,0.019394653748950785
East of England,1,AST,17835.016306681653,264200.9631260583,0.06750549315057579
East of England,1,CAN,7722.37922458781,264200.9631260583,0.029229186499608744
East of England,1,CHD,8541.7942826631,264200.9631260583,0.03233067049262629
East of England,1,CKD,8292.330016681837,198854.5314734332,0.0417004830377209
East of England,1,COPD,6628.23237125742,264200.9631260583,0.02508784333270916
East of England,1,CVDPP,1880.913116241687,139475.52417947672,0.013485614248857981
East of England,1,DEM,1746.072993079966,264969.8815229066,0.0065897036412005125
East of England,1,DEP,25382.002479268787,198854.5314734332,0.12764105646071133
East of England,1,DM,16018.627160351447,201863.1471142967,0.079353895891069
East of England,1,EP,1939.7029574754624,198854.5314734332,0.0097543814722402
East of England,1,HF,2433.551537342919,264200.9631260583,0.009210986623776226
East of England,1,HYP,38827.14881093191,264200.9631260583,0.1469606633962432
East of England,1,LD,1850.4254928467954,264200.9631260583,0.007003855969911439
East of England,1,MH,3088.2655368094665,264200.9631260583,0.011689077512317627
East of England,1,OB,23690.888422836782,198854.5314734332,0.11913677926923112
East of England,1,OST,450.26315300967804,79769.88622872175,0.005644525450602403
East of England,1,PAD,1774.3166853448245,264200.9631260583,0.006715784319447179
East of England,1,PC,1517.5232827832497,264200.9631260583,0.005743821918087382
East of England,1,RA,1721.5317247577555,205108.84693285287,0.008393259240160121
East of England,1,STIA,4924.883025053033,264200.9631260583,0.018640670218538234
East of England,10,AF,17889.62809383467,834061.4899108434,0.021448812000356202
East of England,10,AST,54209.87101624288,834061.4899108434,0.06499505332878709
East of England,10,CAN,27949.99608781435,834061.4899108434,0.03351071404915488
East of England,10,CHD,23382.187494797665,834061.4899108434,0.028034129111148737
East of England,10,CKD,23025.962013103093,666602.7909563696,0.034542252636038225
East of England,10,COPD,11968.032697097919,834061.4899108434,0.014349101165643356
East of England,10,CVDPP,5618.34897027641,474740.90211649495,0.011834558482803202
East of England,10,DEM,7142.67522862195,833628.1418509346,0.00856817910772879
East of England,10,DEP,65844.53900447485,666602.7909563696,0.0987762726135728
East of England,10,DM,38368.96579238501,676400.9034726846,0.056725184125858405
East of England,10,EP,4574.798338270472,666602.7909563696,0.006862855062018337
East of England,10,HF,6536.290644815075,834061.4899108434,0.00783670115918404
East of England,10,HYP,111546.13116923456,834061.4899108434,0.13373849832241771
East of England,10,LD,3386.6956626293763,834061.4899108434,0.0040604867909575775
East of England,10,MH,6024.129522301398,834061.4899108434,0.007222644367557773
East of England,10,OB,53185.97739734576,666602.7909563696,0.07978661073566805
East of England,10,OST,2488.4307653009346,342488.4727963743,0.0072657358216561795
East of England,10,PAD,3676.4009302685104,834061.4899108434,0.004407829608176128
East of England,10,PC,3562.408095522926,834061.4899108434,0.004271157628802318
East of England,10,RA,5097.780557815549,686392.8537921296,0.007426913799658213
East of England,10,STIA,13724.283369628087,834061.4899108434,0.016454762071673082
East of England,2,AF,8147.455462090963,454378.3570959611,0.017930993707894156
East of England,2,AST,28848.139186580804,454378.3570959611,0.06348924577076259
East of England,2,CAN,12289.247032611576,454378.3570959611,0.0270462860756728
East of England,2,CHD,13526.583880533071,454378.3570959611,0.029769428207330667
East of England,2,CKD,12649.694342674129,346484.5647676571,0.03650868070026918
East of England,2,COPD,9358.570551104644,454378.3570959611,0.020596426755265077
East of England,2,CVDPP,3237.676827623612,239698.0809540105,0.013507312260229595
East of England,2,DEM,3110.661338811576,455038.5423962398,0.006836039255995298
East of England,2,DEP,39636.13271626796,346484.5647676571,0.11439508926709865
East of England,2,DM,26958.428564300626,351520.25108595856,0.07669096867397372
East of England,2,EP,2955.959947327474,346484.5647676571,0.008531288974761858
East of England,2,HF,3937.3338954167725,454378.3570959611,0.008665320066257554
East of England,2,HYP,63242.51650251772,454378.3570959611,0.13918470260492932
East of England,2,LD,2811.557802293558,454378.3570959611,0.006187701853281227
East of England,2,MH,4784.408920703635,454378.3570959611,0.010529570447153155
East of England,2,OB,38663.37609773232,346484.5647676571,0.11158758579522556
East of England,2,OST,781.1541229966191,134112.5796827399,0.0058246148485439405
East of England,2,PAD,2579.4605472918197,454378.3570959611,0.005676900114208253
East of England,2,PC,2345.638145513744,454378.3570959611,0.0051623016564989336
East of England,2,RA,2838.2348910029505,356832.71274446714,0.00795396495229811
East of England,2,STIA,7742.016063025925,454378.3570959611,0.017038699009580847
East of England,3,AF,10812.355126430199,526268.3738233027,0.020545325663176756
East of England,3,AST,35398.047204260685,526268.3738233027,0.06726234933537116
East of England,3,CAN,16309.392951230622,526268.3738233027,0.030990638545774718
East of England,3,CHD,16824.11228721589,526268.3738233027,0.03196869339684978
East of England,3,CKD,16535.376034031837,405542.34705899557,0.04077348803139018
East of England,3,COPD,11286.872852057486,526268.3738233027,0.021446990572622004
East of England,3,CVDPP,3875.5460264634844,288138.8606143285,0.013450271921672067
East of England,3,DEM,4016.2966726600016,526598.4105173062,0.007626868202497185
East of England,3,DEP,47028.38330679254,405542.34705899557,0.11596417401991108
East of England,3,DM,31853.088431812394,411402.8154248916,0.07742554799707661
East of England,3,EP,3450.2760415885223,405542.34705899557,0.008507807055440747
East of England,3,HF,4709.591003434853,526268.3738233027,0.008949029122194833
East of England,3,HYP,78733.56678780424,526268.3738233027,0.14960725497489127
East of England,3,LD,3059.374456827376,526268.3738233027,0.005813335189802944
East of England,3,MH,5055.482601078931,526268.3738233027,0.009606282369489936
East of England,3,OB,45163.874421113076,405542.34705899557,0.11136660511200065
East of England,3,OST,1088.5330819665915,180133.31537155664,0.006042930369217379
East of England,3,PAD,2994.3162620613957,526268.3738233027,0.005689713482700659
East of England,3,PC,2606.0319242394235,526268.3738233027,0.004951906772027331
East of England,3,RA,3631.3055057256734,417468.2231884676,0.0086983997919437
East of England,3,STIA,9677.857498410584,526268.3738233027,0.018389585959919328
East of England,4,AF,14238.239040368371,662326.8451831816,0.021497300228606107
East of England,4,AST,44311.381521446834,662326.8451831816,0.06690259022973999
East of England,4,CAN,21294.696778311878,662326.8451831816,0.03215134179322347
East of England,4,CHD,21292.843448786658,662326.8451831816,0.03214854358333858
East of England,4,CKD,20592.87913676107,522339.923338147,0.039424287167553654
East of England,4,COPD,13889.746305874849,662326.8451831816,0.020971135938228993
East of England,4,CVDPP,5114.076122331642,370080.8371828543,0.013818808240008421
East of England,4,DEM,5475.65887216116,662199.0647108037,0.008268901549343769
East of England,4,DEP,58400.248948913264,522339.923338147,0.11180506474728473
East of England,4,DM,39815.084414267905,529226.6587165858,0.07523257522745067
East of England,4,EP,4317.424374349981,522339.923338147,0.008265545445499121
East of England,4,HF,5992.084353648646,662326.8451831816,0.00904702020947286
East of England,4,HYP,99330.5560677078,662326.8451831816,0.14997211239450164
East of England,4,LD,3714.0906020616194,662326.8451831816,0.0056076401388115305
East of England,4,MH,6141.948609367054,662326.8451831816,0.009273289545841008
East of England,4,OB,57103.6139824291,522339.923338147,0.10932270621302281
East of England,4,OST,1489.9011659810128,242818.46491114024,0.00613586436487128
East of England,4,PAD,3821.392010613012,662326.8451831816,0.005769646872090952
East of England,4,PC,3463.8148119788616,662326.8451831816,0.005229766598122509
East of England,4,RA,4708.151428626352,536398.1403817862,0.008777344800776682
East of England,4,STIA,12448.501590327447,662326.8451831816,0.018795103476267113
East of England,5,AF,18197.069849869637,812120.6944724035,0.022406854022715694
East of England,5,AST,54846.31298298947,812120.6944724035,0.06753468216768017
East of England,5,CAN,27076.184011564645,812120.6944724035,0.033340098578764535
East of England,5,CHD,26325.489627701005,812120.6944724035,0.03241573550197909
East of England,5,CKD,26017.020510281553,648393.9610851824,0.0401253282290573
East of England,5,COPD,16248.455700582203,812120.6944724035,0.02000743954830268
East of England,5,CVDPP,6050.423274826752,460780.3051316393,0.013130820062064546
East of England,5,DEM,7055.741384782627,811870.426832473,0.00869072348442439
East of England,5,DEP,70587.45990091674,648393.9610851824,0.10886507916079026
East of England,5,DM,47956.940256655966,656741.1814256781,0.07302258730379792
East of England,5,EP,5176.762319604939,648393.9610851824,0.007983976764590572
East of England,5,HF,7428.626685605155,812120.6944724035,0.009147195406011891
East of England,5,HYP,122264.5080978294,812120.6944724035,0.15054967682760367
East of England,5,LD,4368.935201044245,812120.6944724035,0.005379662445226243
East of England,5,MH,7164.200951363557,812120.6944724035,0.008821596346609293
East of England,5,OB,68705.92938455488,648393.9610851824,0.10596324689632432
East of England,5,OST,1911.027101438484,315409.3974051239,0.006058878134768722
East of England,5,PAD,4455.104100417744,812120.6944724035,0.005485766008354233
East of England,5,PC,3994.474599929622,812120.6944724035,0.004918572605177416
East of England,5,RA,5814.856855237565,665471.014050261,0.008737956623905465
East of England,5,STIA,15251.763471613838,812120.6944724035,0.018780168484097293
East of England,6,AF,19189.561347771956,829923.0379150081,0.023122097436867568
East of England,6,AST,56701.78082111091,829923.0379150081,0.0683217337399877
East of England,6,CAN,28811.55733031893,829923.0379150081,0.03471593872451279
East of England,6,CHD,26611.176928944747,829923.0379150081,0.03206463215649399
East of England,6,CKD,26633.20945957581,671047.7530323936,0.03968899283131962
East of England,6,COPD,15769.767240069112,829923.0379150081,0.01900148148638824
East of England,6,CVDPP,6170.734346783036,471317.9751800106,0.01309250797070968
East of England,6,DEM,7371.837040479744,829907.2076294072,0.008882724445226916
East of England,6,DEP,72094.73072747559,671047.7530323936,0.10743606606487711
East of England,6,DM,46941.2004529473,679045.5650148835,0.06912820416096588
East of England,6,EP,5204.950043552438,671047.7530323936,0.007756452532672706
East of England,6,HF,7408.732434019136,829923.0379150081,0.008927011416181291
East of England,6,HYP,124215.9288426958,829923.0379150081,0.1496716239553488
East of England,6,LD,4228.4157819280645,829923.0379150081,0.005094949276924512
East of England,6,MH,6768.459876495161,829923.0379150081,0.008155527160083866
East of England,6,OB,68377.38929627363,671047.7530323936,0.10189645816901026
East of England,6,OST,2390.5857025664604,334459.87198107823,0.007147600961533902
East of England,6,PAD,4510.453580239722,829923.0379150081,0.00543478536464201
East of England,6,PC,4094.574501561485,829923.0379150081,0.004933679768485723
East of England,6,RA,5827.989152138044,687338.3596144354,0.008479068672098081
East of England,6,STIA,15574.846857982267,829923.0379150081,0.018766615874540017
East of England,7,AF,15884.549739448397,725599.0038452639,0.02189163664127056
East of England,7,AST,48930.66924694003,725599.0038452639,0.06743486276529487
East of England,7,CAN,24463.887411449585,725599.0038452639,0.0337154368760222
East of England,7,CHD,22000.861240211078,725599.0038452639,0.030320963953394328
East of England,7,CKD,22774.497365526095,583209.2661024911,0.039050300962680154
East of England,7,COPD,12607.202037625932,725599.0038452639,0.017374888844685424
East of England,7,CVDPP,5322.473189035918,418198.8165443733,0.012727135942220375
East of England,7,DEM,6403.296021296411,725260.4707703425,0.008828960462294446
East of England,7,DEP,61906.568729253435,583209.2661024911,0.10614812268496125
East of England,7,DM,38946.04634609924,590615.089661214,0.0659415023893807
East of England,7,EP,4442.248818485308,583209.2661024911,0.007616903702803384
East of England,7,HF,6189.014391236736,725599.0038452639,0.008529524377016044
East of England,7,HYP,104652.69171224302,725599.0038452639,0.1442293762224631
East of England,7,LD,3429.841498998033,725599.0038452639,0.004726910429619962
East of England,7,MH,5825.408479368046,725599.0038452639,0.008028413005663844
East of England,7,OB,56343.84989549015,583209.2661024911,0.09661000462497536
East of England,7,OST,2140.9778644093903,293966.84423183446,0.007283058978994673
East of England,7,PAD,3652.443641416306,725599.0038452639,0.005033694398780074
East of England,7,PC,3547.6254818908556,725599.0038452639,0.0048892369795030715
East of England,7,RA,4905.973427923461,598440.1045209852,0.00819793558429777
East of England,7,STIA,12877.619000531031,725599.0038452639,0.017747569845447612
East of England,8,AF,15638.628075566303,735236.9676154702,0.021270187387728474
East of England,8,AST,48465.87200673879,735236.9676154702,0.0659187093977659
East of England,8,CAN,24244.692833967376,735236.9676154702,0.03297534523134503
East of England,8,CHD,21532.402430426286,735236.9676154702,0.02928634355840464
East of England,8,CKD,21818.86288318977,592566.9638626542,0.036820923564424304
East of England,8,COPD,12240.619870141094,735236.9676154702,0.016648537014998074
East of England,8,CVDPP,5112.337711224877,420505.7975376516,0.01215759150328272
East of England,8,DEM,6083.2114548271275,734979.6984568901,0.0082767067819682575
East of England,8,DEP,60929.3850276704,592566.9638626542,0.10282278416350035
East of England,8,DM,38038.03314238026,600503.2590105396,0.06334359151531707
