region,imd_income,group_code,register,list,prevalence
East Midlands,6,OST,1806.3588876495878,207933.93586302185,0.008687176915842833
East Midlands,6,PAD,3288.203117351804,522997.71487171954,0.006287222723637199
East Midlands,6,PC,3483.480926201648,522997.71487171954,0.006660604486687046
East Midlands,6,RA,3422.7559815388613,439371.164705937,0.007790124287809485
East Midlands,6,STIA,10084.774621209186,522997.71487171954,0.019282636108042598
East Midlands,7,AF,12976.999733311022,552989.243626803,0.023467002085250026
East Midlands,7,AST,37132.50233625536,552989.243626803,0.06714868826872707
East Midlands,7,CAN,18939.558305595314,552989.243626803,0.034249415379907625
East Midlands,7,CHD,18514.505934136523,552989.243626803,0.033480770462565174
East Midlands,7,CKD,22711.980065199892,453171.52888337255,0.050117844166342164
East Midlands,7,COPD,11130.844159164884,552989.243626803,0.020128500305291255
East Midlands,7,CVDPP,4179.845763697454,318462.219675361,0.01312509147225806
East Midlands,7,DEM,5343.859842252025,553001.6084545237,0.0096633712462185
East Midlands,7,DEP,55611.827510464165,453171.52888337255,0.12271694924765746
East Midlands,7,DM,32533.56250392995,458641.78963393305,0.0709345795329657
East Midlands,7,EP,3711.63727472532,453171.52888337255,0.00819035848053142
East Midlands,7,HF,6015.353264595388,552989.243626803,0.010877884758017068
East Midlands,7,HYP,84136.7635131819,552989.243626803,0.15214900557806046
East Midlands,7,LD,2997.032573122469,552989.243626803,0.0054196941580026145
East Midlands,7,MH,4254.686705426595,552989.243626803,0.007693977332220885
East Midlands,7,OB,49787.57514969946,453171.52888337255,0.10986474651745544
East Midlands,7,OST,1982.706280212021,235671.80266107526,0.008412997472860145
East Midlands,7,PAD,3565.5817349010476,552989.243626803,0.0064478319894904846
East Midlands,7,PC,4019.844455505856,552989.243626803,0.007269299542142155
East Midlands,7,RA,3610.5573120874565,464351.4715417484,0.007775483730243424
East Midlands,7,STIA,10932.909140179525,552989.243626803,0.01977056383316895
East Midlands,8,AF,13479.900728918366,562695.0871255563,0.02395595951935252
East Midlands,8,AST,37631.71839370691,562695.0871255563,0.06687763809338183
East Midlands,8,CAN,19763.15476336417,562695.0871255563,0.03512231618072461
East Midlands,8,CHD,18475.87300791081,562695.0871255563,0.03283460870840733
East Midlands,8,CKD,22502.535777404573,460955.23713771027,0.048817182156630855
East Midlands,8,COPD,10590.138455089356,562695.0871255563,0.018820385493656066
East Midlands,8,CVDPP,4193.170247998168,324757.9990511737,0.01291167657224489
East Midlands,8,DEM,5535.147020103685,562101.8463255366,0.009847231522698202
East Midlands,8,DEP,54755.12451786259,460955.23713771027,0.11878620765405147
East Midlands,8,DM,31528.84654691602,466660.9068264939,0.06756264792207792
East Midlands,8,EP,3584.762709672187,460955.23713771027,0.007776813063089768
East Midlands,8,HF,6186.622150476511,562695.0871255563,0.010994626205250777
East Midlands,8,HYP,84809.21734246919,562695.0871255563,0.15071966911192416
East Midlands,8,LD,2778.280479150794,562695.0871255563,0.004937452881174463
East Midlands,8,MH,4147.78578086961,562695.0871255563,0.007371284867721084
East Midlands,8,OB,48542.07578534134,460955.23713771027,0.10530756974747074
East Midlands,8,OST,2088.7541248251223,245400.33407055907,0.008511618913381555
East Midlands,8,PAD,3445.7726928713178,562695.0871255563,0.0061236942914741485
East Midlands,8,PC,3946.6572974319665,562695.0871255563,0.007013847086515141
East Midlands,8,RA,3594.4356805285606,472475.3223155457,0.00760766861412498
East Midlands,8,STIA,10993.744803575966,562695.0871255563,0.0195376591250083
East Midlands,9,AF,12920.298591820787,547196.1127823167,0.023611824517767884
East Midlands,9,AST,36627.774659607116,547196.1127823167,0.06693719820736048
East Midlands,9,CAN,19023.425921298007,547196.1127823167,0.03476527971766829
East Midlands,9,CHD,17673.152104740897,547196.1127823167,0.03229765652917121
East Midlands,9,CKD,21724.343710574245,448993.43013658334,0.04838454697202523
East Midlands,9,COPD,10212.711081422316,547196.1127823167,0.018663712776565526
East Midlands,9,CVDPP,4101.341207023905,321610.8762512624,0.01275249535970196
East Midlands,9,DEM,5302.852499743285,547033.7659684536,0.009693830307449596
East Midlands,9,DEP,54418.75000758032,448993.43013658334,0.12120166210678449
East Midlands,9,DM,30286.688500755132,454591.37679359334,0.06662398375081093
East Midlands,9,EP,3453.315854950781,448993.43013658334,0.007691239165571501
East Midlands,9,HF,5775.566362655729,547196.1127823167,0.01055483806946074
East Midlands,9,HYP,81963.3113198419,547196.1127823167,0.14978781721069756
East Midlands,9,LD,2650.050800462635,547196.1127823167,0.004842963498018976
East Midlands,9,MH,3817.314565640646,547196.1127823167,0.0069761361173251496
East Midlands,9,OB,47003.561929550364,448993.43013658334,0.10468652495706213
East Midlands,9,OST,2102.9135237909486,247550.78024661203,0.008494877381101404
East Midlands,9,PAD,3337.1518920107683,547196.1127823167,0.006098639617599659
East Midlands,9,PC,3561.781587482155,547196.1127823167,0.006509150018211273
East Midlands,9,RA,3455.7600767000913,460635.86907259864,0.007502151501266275
East Midlands,9,STIA,10476.165885111537,547196.1127823167,0.01914517599886372
East of England,1,AF,4465.744193346255,235020.15783819355,0.019001536865705052
East of England,1,AST,15881.259944645702,235020.15783819355,0.06757403318390934
East of England,1,CAN,6748.752957110436,235020.15783819355,0.028715634519132657
East of England,1,CHD,7581.858985265957,235020.15783819355,0.03226046248546011
East of England,1,CKD,7238.686354785982,175675.2973550118,0.04120491875506976
East of England,1,COPD,5873.415280481964,235020.15783819355,0.024991112824142035
East of England,1,CVDPP,1689.0161564597802,123661.26506603218,0.013658409167639402
East of England,1,DEM,1537.7751090926847,235687.37806137602,0.006524639213781862
East of England,1,DEP,22237.73295425307,175675.2973550118,0.12658429095648066
East of England,1,DM,14465.767645627953,178332.5875125991,0.08111679333204289
East of England,1,EP,1704.6502151543332,175675.2973550118,0.00970341442889097
East of England,1,HF,2159.48987823148,235020.15783819355,0.009188530456686373
East of England,1,HYP,34852.092783059044,235020.15783819355,0.1482940574274228
East of England,1,LD,1621.0339864624532,235020.15783819355,0.0068974253160807636
East of England,1,MH,2783.3042882358127,235020.15783819355,0.011842832180174345
East of England,1,OB,20500.00819918447,175675.2973550118,0.11669260566417154
East of England,1,OST,401.89722384278883,70256.02983105915,0.005720465913163742
East of England,1,PAD,1530.4316476441966,235020.15783819355,0.0065119165169562464
East of England,1,PC,1354.0859989478427,235020.15783819355,0.005761573864145315
East of England,1,RA,1522.857583656081,181288.4324473249,0.008400191689552845
East of England,1,STIA,4343.079192420462,235020.15783819355,0.018479602908830405
East of England,10,AF,14889.56580065607,735677.098945619,0.0202392677738589
East of England,10,AST,46166.00091752991,735677.098945619,0.06275307602166164
East of England,10,CAN,23519.323310703683,735677.098945619,0.031969628175747014
East of England,10,CHD,19429.31359626071,735677.098945619,0.026410110664185454
East of England,10,CKD,18877.75433674139,597751.9031387813,0.031581253422389356
East of England,10,COPD,10129.274647168953,735677.098945619,0.013768642060064597
East of England,10,CVDPP,4830.122103556254,406456.42135582754,0.011883493161319205
East of England,10,DEM,5823.100143381006,735584.1958343638,0.007916293167196092
East of England,10,DEP,56522.095609435295,597751.9031387813,0.09455778444642181
East of England,10,DM,32431.607347780595,606400.0368083203,0.053482198844311823
East of England,10,EP,3819.414253848875,597751.9031387813,0.006389631273097116
East of England,10,HF,5427.541769374808,735677.098945619,0.007377614142337207
East of England,10,HYP,93287.76297747478,735677.098945619,0.12680531052438074
East of England,10,LD,2810.755348118799,735677.098945619,0.0038206372770706147
East of England,10,MH,5346.6773502351425,735677.098945619,0.007267695783786206
East of England,10,OB,44616.7758237161,597751.9031387813,0.07464095988558875
East of England,10,OST,2156.6484790926243,291642.5494589984,0.007394834817804336
East of England,10,PAD,3106.4665150029005,735677.098945619,0.00422259510246428
East of England,10,PC,2980.440839583133,735677.098945619,0.004051289409245898
East of England,10,RA,4293.572509965632,615169.5293395267,0.00697949476557365
East of England,10,STIA,11324.367639050286,735677.098945619,0.015393122411014972
East of England,2,AF,8517.57205270346,475409.2224706968,0.017916295372726945
East of England,2,AST,30672.557802392308,475409.2224706968,0.06451822209713842
East of England,2,CAN,13054.518888813964,475409.2224706968,0.027459540689954993
East of England,2,CHD,14122.631004243342,475409.2224706968,0.029706262177347287
East of England,2,CKD,13436.410533848353,357022.3387472726,0.03763464936394263
East of England,2,COPD,9647.052460651379,475409.2224706968,0.02029210205581572
East of England,2,CVDPP,3271.988773474701,248502.95055316508,0.01316680049951635
East of England,2,DEM,3169.3929110506365,476027.0120438675,0.006658010639863786
East of England,2,DEP,41573.90809630327,357022.3387472726,0.11644623762809538
East of England,2,DM,27690.218689908645,362661.5344260231,0.07635278644517231
East of England,2,EP,3056.907135703133,357022.3387472726,0.008562229317160578
East of England,2,HF,4069.1637223098564,475409.2224706968,0.008559286463065346
East of England,2,HYP,66181.05444574606,475409.2224706968,0.13920860454032383
East of England,2,LD,2926.418471807562,475409.2224706968,0.006155577833763922
East of England,2,MH,5013.007858200255,475409.2224706968,0.010544616345782494
East of England,2,OB,39899.92473223497,357022.3387472726,0.1117575019877934
East of England,2,OST,803.3833027616017,138874.0023983109,0.005784979829827193
East of England,2,PAD,2666.6491063956278,475409.2224706968,0.005609165704731347
East of England,2,PC,2403.809762965087,475409.2224706968,0.005056296027394068
East of England,2,RA,2967.0959689896167,368476.84739071224,0.008052326733688844
East of England,2,STIA,8100.100452744541,475409.2224706968,0.01703816432219889
East of England,3,AF,11354.098147933768,571451.0791289688,0.019868889153626574
East of England,3,AST,37448.35524474942,571451.0791289688,0.06553204047112812
East of England,3,CAN,17092.998073857187,571451.0791289688,0.029911568458162854
East of England,3,CHD,17627.514184614698,571451.0791289688,0.030846934809333707
East of England,3,CKD,16845.17033792174,438836.458546602,0.0383859864189768
East of England,3,COPD,11890.53000283776,571451.0791289688,0.02080760792500705
East of England,3,CVDPP,4159.4421419631035,311004.30536679644,0.013374226884278933
East of England,3,DEM,4199.520005234254,572101.6002078624,0.0073405143486898776
East of England,3,DEP,49881.644878934574,438836.458546602,0.11366795968625615
East of England,3,DM,33656.3977798254,445118.0522401775,0.07561229568300012
East of England,3,EP,3714.1759352824442,438836.458546602,0.008463690431701037
East of England,3,HF,4954.363684101098,571451.0791289688,0.008669794957168969
East of England,3,HYP,82896.26141964782,571451.0791289688,0.1450627436840298
East of England,3,LD,3325.9940515306394,571451.0791289688,0.005820260338995716
East of England,3,MH,5532.3271198230395,571451.0791289688,0.009681191132328702
East of England,3,OB,47766.00646020523,438836.458546602,0.10884694179331215
East of England,3,OST,1150.1506472182932,185640.5080226019,0.00619558015364977
East of England,3,PAD,3185.827600407793,571451.0791289688,0.005574978710800186
East of England,3,PC,2842.012774022308,571451.0791289688,0.004973326462790534
East of England,3,RA,3796.026582206273,451814.7026735844,0.008401733187839018
East of England,3,STIA,10157.656528323514,571451.0791289688,0.017775198786580765
East of England,4,AF,14430.183170431621,695300.3353222379,0.02075388495784909
East of England,4,AST,46078.59808922295,695300.3353222379,0.06627150275696006
East of England,4,CAN,21758.230202001752,695300.3353222379,0.03129328305575729
East of England,4,CHD,21786.588488867746,695300.3353222379,0.031334068721210556
East of England,4,CKD,21236.632714579704,545791.8212511751,0.03890976721838149
East of England,4,COPD,14228.153193245587,695300.3353222379,0.020463319907147073
East of England,4,CVDPP,5285.021840365021,385813.97809914604,0.013698367971019655
East of England,4,DEM,5632.711062629284,695251.5128927618,0.008101688321673734
East of England,4,DEP,61246.67292755292,545791.8212511751,0.11221617939812807
East of England,4,DM,40935.11492790243,553114.5363276614,0.07400838748460001
East of England,4,EP,4479.894821929598,545791.8212511751,0.008208065140404397
East of England,4,HF,6243.075468448822,695300.3353222379,0.008978962257447294
East of England,4,HYP,102742.08262377666,695300.3353222379,0.14776647932459389
East of England,4,LD,3790.458274597541,695300.3353222379,0.005451540984574454
East of England,4,MH,6322.5785183684475,695300.3353222379,0.009093305722969685
East of England,4,OB,58515.420489894736,545791.8212511751,0.10721197755538692
East of England,4,OST,1556.3348568686279,248032.52748108312,0.006274720790350072
East of England,4,PAD,3889.780877911921,695300.3353222379,0.005594389475030523
East of England,4,PC,3524.200357298874,695300.3353222379,0.0050686015499555
East of England,4,RA,4776.269075084967,560607.2688695713,0.008519812960534758
East of England,4,STIA,12606.779586656448,695300.3353222379,0.018131415945332196
East of England,5,AF,18317.018571600533,806963.0445174528,0.022698708071016722
East of England,5,AST,54790.6482803305,806963.0445174528,0.06789734505511856
East of England,5,CAN,27411.105499111753,806963.0445174528,0.03396822901041649
East of England,5,CHD,26163.503645724108,806963.0445174528,0.0324221831761445
East of England,5,CKD,25557.51035909608,643070.5278468004,0.03974293526507979
East of England,5,COPD,16123.977843167359,806963.0445174528,0.01998106103211847
East of England,5,CVDPP,5885.01605751396,455909.630720734,0.012908295111490654
East of England,5,DEM,7000.975829379742,806765.0346221221,0.008677837448246508
East of England,5,DEP,71332.50397443096,643070.5278468004,0.11092485331783795
East of England,5,DM,46774.57375349568,651059.3609056987,0.07184379268954347
East of England,5,EP,5147.953342563574,643070.5278468004,0.008005270214762475
East of England,5,HF,7236.332702517547,806963.0445174528,0.008967365670189673
East of England,5,HYP,120953.69646659447,806963.0445174528,0.14988752866486255
East of England,5,LD,4359.977509912196,806963.0445174528,0.005402945698113564
East of England,5,MH,7098.087915162363,806963.0445174528,0.008796050777525844
East of England,5,OB,67752.78058718475,643070.5278468004,0.10535824245288006
East of England,5,OST,1927.0368385091517,308551.00865747104,0.006245440087503962
East of England,5,PAD,4487.109101031231,806963.0445174528,0.005560488961070614
East of England,5,PC,4212.060140527325,806963.0445174528,0.005219644405210711
East of England,5,RA,5705.1547506270545,659444.709620965,0.008651452756223123
East of England,5,STIA,15219.189689087723,806963.0445174528,0.01885983477494745
East of England,6,AF,18420.664619681073,811245.8872209097,0.022706635447835504
East of England,6,AST,55339.668232987555,811245.8872209097,0.06821565336074001
East of England,6,CAN,27828.73615389963,811245.8872209097,0.034303700754937216
East of England,6,CHD,25846.407322574967,811245.8872209097,0.0318601397304055
East of England,6,CKD,25424.71838255251,651102.0486509199,0.03904874579220323
East of England,6,COPD,15322.187155502132,811245.8872209097,0.01888722937997436
East of England,6,CVDPP,6178.107170435978,464907.8790655698,0.013288884634206488
East of England,6,DEM,7155.547685804566,810747.5244172775,0.008825864366280483
East of England,6,DEP,69633.17027001364,651102.0486509199,0.10694663058470359
East of England,6,DM,46465.52217417796,659082.4108137265,0.07050032198069128
East of England,6,EP,5141.186205676071,651102.0486509199,0.007896129671729006
East of England,6,HF,7031.474263272393,811245.8872209097,0.008667500660447303
East of England,6,HYP,121346.57110783392,811245.8872209097,0.1495805069946569
East of England,6,LD,4117.557530729341,811245.8872209097,0.005075597418231462
East of England,6,MH,6737.16506403629,811245.8872209097,0.008304713983963407
East of England,6,OB,66372.63925000023,651102.0486509199,0.10193891938679042
East of England,6,OST,2195.3306444979034,325121.4105229596,0.006752341043817145
East of England,6,PAD,4329.634808906172,811245.8872209097,0.005337019117271867
East of England,6,PC,3836.4048708714954,811245.8872209097,0.004729028437991708
East of England,6,RA,5788.079278760555,667386.0461620217,0.008672760409131149
East of England,6,STIA,15250.399527106441,811245.8872209097,0.018798738788494612
East of England,7,AF,17256.46980348011,751372.4112937484,0.022966600242570936
East of England,7,AST,51113.95127547322,751372.4112937484,0.068027452841212
East of England,7,CAN,26227.581212161695,751372.4112937484,0.034906234003191317
East of England,7,CHD,23705.431538751724,751372.4112937484,0.03154951017955875
East of England,7,CKD,24659.177985204573,608326.2988529004,0.04053610378460297
East of England,7,COPD,13609.286121235087,751372.4112937484,0.01811257096571057
East of England,7,CVDPP,5364.572211209585,436981.91969429667,0.012276416870891423
East of England,7,DEM,6826.677243612846,751293.4839047679,0.009086565223661887
East of England,7,DEP,65118.51879858075,608326.2988529004,0.10704537831320536
East of England,7,DM,41430.71306567167,615801.2088106765,0.06727936300366899
East of England,7,EP,4606.087999713403,608326.2988529004,0.007571739062406052
East of England,7,HF,6868.244267056753,751372.4112937484,0.009140932197963839
East of England,7,HYP,111586.90906004312,751372.4112937484,0.14851078823603267
East of England,7,LD,3670.790972869917,751372.4112937484,0.004885448171499105
East of England,7,MH,5957.263257512059,751372.4112937484,0.007928509442148086
East of England,7,OB,60083.07740873522,608326.2988529004,0.09876784469458541
East of England,7,OST,2213.9348553158875,312740.012126335,0.007079154471675158
East of England,7,PAD,3928.0361969242704,751372.4112937484,0.005227815312197573
East of England,7,PC,3669.2009375675243,751372.4112937484,0.004883331996778696
East of England,7,RA,5262.587738665595,623718.7995478488,0.008437436457712342
East of England,7,STIA,13788.47023906774,751372.4112937484,0.018351046740358888
East of England,8,AF,18206.55287100651,809451.8440078004,0.02249244721077077
East of England,8,AST,54739.445720731455,809451.8440078004,0.06762532709753633
East of England,8,CAN,27950.68998100439,809451.8440078004,0.03453039262053375
East of England,8,CHD,24844.87225573398,809451.8440078004,0.030693453155558634
East of England,8,CKD,26027.55791318092,653556.0330277532,0.039824523985498364
East of England,8,COPD,13937.76695095633,809451.8440078004,0.01721877225203037
East of England,8,CVDPP,5860.6638151745,471830.32748549833,0.012421125717813524
East of England,8,DEM,7173.253035177032,808904.8399223308,0.008867857727079233
East of England,8,DEP,68330.40128105659,653556.0330277532,0.10455171068423898
East of England,8,DM,42937.03605159866,662075.2402172973,0.06485220023861102
East of England,8,EP,4845.052944600897,653556.0330277532,0.00741337039175515
East of England,8,HF,7007.000199640211,809451.8440078004,0.008656475677350716
