county_conurbation,group_code,register,list,prevalence
Cheshire,AF,29220.401893689323,1135384.9394701102,0.02573611898298266
Cheshire,AST,80160.88150855909,1135384.9394701102,0.07060238225986208
Cheshire,CAN,41715.95271055307,1135384.9394701102,0.036741682279159096
Cheshire,CHD,40795.06238463187,1135384.9394701102,0.03593060024529753
Cheshire,CKD,37393.2280702247,912525.3269111092,0.040977742718441006
Cheshire,COPD,23674.265824337614,1135384.9394701102,0.02085131218614412
Cheshire,CVDPP,8283.44981170575,657558.4972202199,0.012597281985896956
Cheshire,DEM,10511.742974377305,1135401.2003166291,0.0092581749706147
Cheshire,DEP,120583.09209629544,912525.3269111092,0.13214218667712843
Cheshire,DM,64542.59295374164,924220.4546035276,0.0698346294244582
Cheshire,EP,7920.513322768429,912525.3269111092,0.008679773688670431
Cheshire,HF,12347.547686048814,1135384.9394701102,0.01087520827236926
Cheshire,HYP,174523.52028193994,1135384.9394701102,0.1537130837435548
Cheshire,LD,5261.138553969412,1135384.9394701102,0.0046337927966745894
Cheshire,MH,9915.929176252037,1135384.9394701102,0.008733539464491973
Cheshire,OB,100995.65309317289,912525.3269111092,0.11067709587310016
Cheshire,OST,4881.584755374279,468745.15917278966,0.010414155026131845
Cheshire,PAD,8484.686568534074,1135384.9394701102,0.007472960291770225
Cheshire,PC,6649.550002127657,1135384.9394701102,0.0058566480591428615
Cheshire,RA,8809.772075331173,936310.7647970276,0.009409025727949358
Cheshire,STIA,23686.15027047308,1135384.9394701102,0.02086177951376343
Cornwall,AF,16561.779408776936,587496.8930354454,0.028190411907042575
Cornwall,AST,43208.907299969906,587496.8930354454,0.07354746520738278
Cornwall,CAN,22993.22797441355,587496.8930354454,0.039137616295489584
Cornwall,CHD,25202.024851213897,587496.8930354454,0.042897290436723017
Cornwall,CKD,22675.386933646365,480489.72968468704,0.047192240609443804
Cornwall,COPD,13790.291907228337,587496.8930354454,0.02347296142448932
Cornwall,CVDPP,4274.343358915746,339672.4926302966,0.012583719469942446
Cornwall,DEM,5207.670446714066,587497.4677688857,0.00886415811542306
Cornwall,DEP,52192.65836590671,480489.72968468704,0.10862387922455123
Cornwall,DM,33593.85919367271,486263.1359677908,0.06908576182073137
Cornwall,EP,4398.289306258342,480489.72968468704,0.00915376340956266
Cornwall,HF,8242.139656941798,587496.8930354454,0.014029248077137534
Cornwall,HYP,93603.69187190947,587496.8930354454,0.15932627556255363
Cornwall,LD,3196.3160280729626,587496.8930354454,0.005440566692290779
Cornwall,MH,5086.964076262619,587496.8930354454,0.008658708048615514
Cornwall,OB,51338.869781485606,480489.72968468704,0.10684696593863897
Cornwall,OST,2042.1661651578665,269750.1754877736,0.007570583268259736
Cornwall,PAD,3916.8324501879347,587496.8930354454,0.006666984109397871
Cornwall,PC,2187.047332840126,587496.8930354454,0.003722653445093496
Cornwall,RA,4589.279266652214,492199.90520787094,0.009324014933960668
Cornwall,STIA,16404.07165285435,587496.8930354454,0.02792197175392491
County Durham,AF,12833.970316905197,547743.1458835531,0.023430636080718065
County Durham,AST,40073.65488058634,547743.1458835531,0.07316139906405285
County Durham,CAN,18832.71407007262,547743.1458835531,0.03438238198251474
County Durham,CHD,24567.09237441835,547743.1458835531,0.04485148296066705
County Durham,CKD,18862.6576405666,446279.7279719841,0.04226644514256478
County Durham,COPD,17128.234556437757,547743.1458835531,0.031270559358271034
County Durham,CVDPP,4382.395555745118,308237.4760744678,0.014217594860809089
County Durham,DEM,5170.708268058503,547748.3092390839,0.009439934694169117
County Durham,DEP,59788.29115219629,446279.7279719841,0.1339704391769944
County Durham,DM,36584.47045419629,451644.24770412117,0.08100284823767605
County Durham,EP,4258.20313525485,446279.7279719841,0.009541556266974702
County Durham,HF,7751.677697063974,547743.1458835531,0.014152030482389522
County Durham,HYP,92759.55857864913,547743.1458835531,0.16934864320213558
County Durham,LD,3798.96493710323,547743.1458835531,0.006935668598783101
County Durham,MH,5264.618727257132,547743.1458835531,0.009611473492315245
County Durham,OB,68710.35849789882,446279.7279719841,0.15396253558309111
County Durham,OST,1801.407004243599,225416.79846623127,0.007991449690088026
County Durham,PAD,5157.055734659778,547743.1458835531,0.009415098615868644
County Durham,PC,4122.985635608573,547743.1458835531,0.007527224514982968
County Durham,RA,4024.957905150355,457265.7397345129,0.008802229328370924
County Durham,STIA,13181.247231726175,547743.1458835531,0.024064650248546295
Cumbria,AF,13817.381265672613,513618.4255010359,0.026902035790857246
Cumbria,AST,38810.401663809134,513618.4255010359,0.07556271297305875
Cumbria,CAN,21392.805002217356,513618.4255010359,0.04165116347091448
Cumbria,CHD,23363.403620382906,513618.4255010359,0.04548786114437358
Cumbria,CKD,21818.076151529105,421579.95699816744,0.051753115368394866
Cumbria,COPD,12227.81645339846,513618.4255010359,0.02380719975431216
Cumbria,CVDPP,3681.8173822149,301267.6289264827,0.012221085270045264
Cumbria,DEM,5317.2572197816335,513602.2203107247,0.01035287039172989
Cumbria,DEP,58758.287457260114,421579.95699816744,0.139376378031927
Cumbria,DM,32983.73543087952,426765.29436808144,0.0772877641789478
Cumbria,EP,4125.602995889591,421579.95699816744,0.009786051085696003
Cumbria,HF,6357.3028093566245,513618.4255010359,0.012377481986077625
Cumbria,HYP,85002.60369126553,513618.4255010359,0.165497574601895
Cumbria,LD,2851.3996229074614,513618.4255010359,0.005551591378611301
Cumbria,MH,4869.566061731286,513618.4255010359,0.0094809022027997035
Cumbria,OB,48570.215393863706,421579.95699816744,0.1152099728357694
Cumbria,OST,1598.5937660448476,237086.20565247652,0.006742668818058876
Cumbria,PAD,5116.235139191012,513618.4255010359,0.009961159656996562
Cumbria,PC,3665.4075431159627,513618.4255010359,0.007136440908521438
Cumbria,RA,4621.3256680816785,432212.496886393,0.01069225369782955
Cumbria,STIA,13197.637761992157,513618.4255010359,0.02569541337836125
Derbyshire,AF,25779.183012100308,1097692.071260266,0.02348489497833677
Derbyshire,AST,77577.59236006132,1097692.071260266,0.07067336495470362
Derbyshire,CAN,37457.19479024285,1097692.071260266,0.034123590550524836
Derbyshire,CHD,39702.25573220361,1097692.071260266,0.036168846228998665
Derbyshire,CKD,51412.67219195462,882580.0758268939,0.05825269978340018
Derbyshire,COPD,24947.86355979795,1097692.071260266,0.022727561046473787
Derbyshire,CVDPP,7839.36145715585,629053.4791582028,0.012462154199745397
Derbyshire,DEM,10127.297385548292,1097693.2388067774,0.009225981383065584
Derbyshire,DEP,113851.0206988223,882580.0758268939,0.12899795023375607
Derbyshire,DM,67921.70990479215,893953.5539447329,0.07597901435155689
Derbyshire,EP,7919.928565015334,882580.0758268939,0.0089736090604528
Derbyshire,HF,12363.856444885736,1097692.071260266,0.011263501640027998
Derbyshire,HYP,172511.07350338338,1097692.071260266,0.15715798448404797
Derbyshire,LD,7641.6054018624045,1097692.071260266,0.006961520085581959
Derbyshire,MH,9759.70790954842,1097692.071260266,0.008891116338613295
Derbyshire,OB,104368.20973275248,882580.0758268939,0.11825353029295314
Derbyshire,OST,3243.7566715562416,449439.2168866384,0.007217342300537185
Derbyshire,PAD,9122.272368423337,1097692.071260266,0.008310411095481458
Derbyshire,PC,8787.211191442242,1097692.071260266,0.00800516959310237
Derbyshire,RA,7460.2449171419275,905720.5874156377,0.008236806163840019
Derbyshire,STIA,23434.492922363803,1097692.071260266,0.02134887691723831
Devon,AF,34551.78994962829,1247218.895405614,0.027703068063598842
Devon,AST,93050.42836273494,1247218.895405614,0.07460633310279793
Devon,CAN,48898.15628373829,1247218.895405614,0.03920575326742134
Devon,CHD,48245.93115434388,1247218.895405614,0.038682809675244366
Devon,CKD,50548.66531853646,1020418.2058924894,0.04953720447816298
Devon,COPD,28801.234293218546,1247218.895405614,0.023092365261073083
Devon,CVDPP,7571.835690818435,699618.0763521531,0.010822813112975012
Devon,DEM,11792.567805915589,1247220.5554286481,0.009455078137212618
Devon,DEP,125967.9436598784,1020418.2058924894,0.12344736984548696
Devon,DM,73370.46283687082,1032902.2633057286,0.07103330628984585
Devon,EP,9425.394287357092,1020418.2058924894,0.009236795495150295
Devon,HF,12901.622148966324,1247218.895405614,0.010344312611436604
Devon,HYP,196450.4129016742,1247218.895405614,0.1575107734699494
Devon,LD,6850.144858364849,1247218.895405614,0.005492335694719475
Devon,MH,12113.035689596407,1247218.895405614,0.009712036703594896
Devon,OB,107286.85521482072,1020418.2058924894,0.10514008334551843
Devon,OST,6140.548127663233,552572.2180342744,0.011112661706930682
Devon,PAD,9431.33827389094,1247218.895405614,0.007561894955755725
Devon,PC,4558.05169161314,1247218.895405614,0.0036545723516566786
Devon,RA,9197.69378457296,1045714.7705669139,0.008795604732241289
Devon,STIA,30119.853664130325,1247218.895405614,0.024149613011062426
Dorset,AF,25104.13678424082,815691.2031107885,0.03077652019355067
Dorset,AST,60441.54575817988,815691.2031107885,0.07409856270078054
Dorset,CAN,36003.297937677125,815691.2031107885,0.04413839183305143
Dorset,CHD,34870.06740054933,815691.2031107885,0.04274910317478711
Dorset,CKD,41411.68621613932,672729.4099548481,0.061557716376512764
Dorset,COPD,17884.377230679278,815691.2031107885,0.021925426144690435
Dorset,CVDPP,5348.763960515119,466711.3645703229,0.011460539353781218
Dorset,DEM,8618.907452056053,815640.8479319942,0.010567037531174104
Dorset,DEP,77940.11625623301,672729.4099548481,0.11585656149842498
Dorset,DM,46424.33476174104,680962.9248134587,0.06817454088922449
Dorset,EP,5162.085725392243,672729.4099548481,0.0076733462949668116
Dorset,HF,9814.923957219427,815691.2031107885,0.012032646569913234
Dorset,HYP,131132.7274535258,815691.2031107885,0.1607627089190456
Dorset,LD,4710.03397964019,815691.2031107885,0.005774285614062784
Dorset,MH,8022.329280226622,815691.2031107885,0.009835007720607986
Dorset,OB,62809.621341745085,672729.4099548481,0.09336535672784205
Dorset,OST,5224.206036872612,367714.5670574204,0.014207231654373993
Dorset,PAD,5653.9782809998615,815691.2031107885,0.00693151802966291
Dorset,PC,6352.541469577052,815691.2031107885,0.007787924456400249
Dorset,RA,6399.36542919019,689211.0549188625,0.009285059175296538
Dorset,STIA,20760.59639319589,815691.2031107885,0.025451538908377994
East Sussex & Brighton,AF,23294.138194138166,890371.8825164827,0.026162257200105305
East Sussex & Brighton,AST,58415.08908211431,890371.8825164827,0.06560751774529776
East Sussex & Brighton,CAN,32094.720709590576,890371.8825164827,0.03604642210722151
East Sussex & Brighton,CHD,27845.44659934218,890371.8825164827,0.03127395097051113
East Sussex & Brighton,CKD,33812.58054227416,732116.3818937142,0.046184706938005575
East Sussex & Brighton,COPD,17993.37928394132,890371.8825164827,0.020208835922677765
East Sussex & Brighton,CVDPP,6375.368491875415,505381.10106613697,0.012614972104073792
East Sussex & Brighton,DEM,8686.802733291264,890369.8052392568,0.009756398613446892
East Sussex & Brighton,DEP,97797.48847385797,732116.3818937142,0.13358188792455655
East Sussex & Brighton,DM,44301.23039109486,741417.0476951556,0.059752106495007326
East Sussex & Brighton,EP,5796.560714112608,732116.3818937142,0.007917539966964064
East Sussex & Brighton,HF,7830.240186076693,890371.8825164827,0.008794348002034687
East Sussex & Brighton,HYP,128397.48831625715,890371.8825164827,0.14420658472880318
East Sussex & Brighton,LD,4911.779782140502,890371.8825164827,0.005516548622647654
East Sussex & Brighton,MH,10470.681716273426,890371.8825164827,0.011759897096794935
East Sussex & Brighton,OB,60466.531840597774,732116.3818937142,0.08259142034794144
East Sussex & Brighton,OST,2771.2715029190117,363313.7085181578,0.007627764760713697
East Sussex & Brighton,PAD,5347.200838106078,890371.8825164827,0.006005581424014801
East Sussex & Brighton,PC,4604.432362319302,890371.8825164827,0.005171358679146142
East Sussex & Brighton,RA,5492.675006129862,750761.3815040026,0.007316139510434552
East Sussex & Brighton,STIA,17775.184705273357,890371.8825164827,0.01996377587198156
Essex,AF,40434.23561984199,1939933.3885459069,0.020843105159476533
Essex,AST,125255.84356719356,1939933.3885459069,0.06456708478072029
Essex,CAN,62316.79375489014,1939933.3885459069,0.03212316161102841
Essex,CHD,59015.52147521885,1939933.3885459069,0.030421416438146064
Essex,CKD,66554.32947694801,1534504.9036862364,0.04337185845224026
Essex,COPD,37513.40607249414,1939933.3885459069,0.019337471221428187
Essex,CVDPP,14894.9128875726,1090908.8546766678,0.013653673103595141
Essex,DEM,16784.64978516301,1939765.7036952998,0.008652926357646107
Essex,DEP,163903.30705620925,1534504.9036862364,0.10681184964771082
Essex,DM,107475.83273817472,1555174.9765122903,0.06910851470823248
Essex,EP,12163.024978150479,1534504.9036862364,0.007926351326041432
Essex,HF,17756.96382306655,1939933.3885459069,0.009153388424525458
Essex,HYP,293107.56899217237,1939933.3885459069,0.15109156361903414
Essex,LD,8569.685975348857,1939933.3885459069,0.004417515583755346
Essex,MH,16033.305196181434,1939933.3885459069,0.008264874088382659
Essex,OB,145348.96520814011,1534504.9036862364,0.0947204305825144
Essex,OST,4210.852298550422,754314.0283112922,0.005582359787179614
Essex,PAD,9614.693526627085,1939933.3885459069,0.004956197766065492
Essex,PC,10029.246897513282,1939933.3885459069,0.005169892408022724
Essex,RA,13582.684624713864,1576742.2123764942,0.008614397786840372
Essex,STIA,34263.746249581236,1939933.3885459069,0.017662331321212997
Gloucestershire,AF,16817.039320738175,653268.9024896229,0.02574290503749382
Gloucestershire,AST,47668.69799728985,653268.9024896229,0.0729694890046401
Gloucestershire,CAN,23336.963419442945,653268.9024896229,0.03572336495814394
Gloucestershire,CHD,21510.217632153195,653268.9024896229,0.032927049719001254
Gloucestershire,CKD,32591.460839320647,524221.46752191836,0.0621711678336751
Gloucestershire,COPD,12129.43125905767,653268.9024896229,0.018567287089332012
Gloucestershire,CVDPP,4100.350085862841,369724.67491124285,0.011090279778722322
Gloucestershire,DEM,6296.483857196949,653256.7317524635,0.009638605392256189
Gloucestershire,DEP,57189.3986522577,524221.46752191836,0.10909396542381497
Gloucestershire,DM,36362.172503843074,531516.1578572525,0.06841216765720363
Gloucestershire,EP,4807.643407935394,524221.46752191836,0.00917101588887979
Gloucestershire,HF,6328.889398110313,653268.9024896229,0.009688031029780797
Gloucestershire,HYP,93108.76411030476,653268.9024896229,0.14252747031959598
Gloucestershire,LD,4082.2623413341335,653268.9024896229,0.006248976992133771
Gloucestershire,MH,5040.097570688961,653268.9024896229,0.007715195919293008
Gloucestershire,OB,52469.10579423495,524221.46752191836,0.10008957863222408
Gloucestershire,OST,2681.556896790296,273359.9488172026,0.009809618813557318
Gloucestershire,PAD,3621.63594964041,653268.9024896229,0.005543867059702784
Gloucestershire,PC,3247.331895215056,653268.9024896229,0.004970896185076925
Gloucestershire,RA,4643.620787284208,539021.2535866047,0.008614912225419541
Gloucestershire,STIA,13092.088848913387,653268.9024896229,0.020040887908515364
Greater Manchester,AF,55508.44482753928,3083594.6614952935,0.018001213168731517
Greater Manchester,AST,213776.63966075698,3083594.6614952935,0.06932708839140765
Greater Manchester,CAN,84876.23310877281,3083594.6614952935,0.027525094062659558
Greater Manchester,CHD,98844.60152023988,3083594.6614952935,0.03205499177778063
Greater Manchester,CKD,92399.99508840896,2403874.6161850775,0.03843794283873538
Greater Manchester,COPD,71760.92536658945,3083594.6614952935,0.023271841225652925
Greater Manchester,CVDPP,19441.09902023806,1684833.68149004,0.01153888317513018
Greater Manchester,DEM,22451.16855316589,3083596.4896654715,0.007280838666281379
Greater Manchester,DEP,323643.9517398243,2403874.6161850775,0.1346342898089434
Greater Manchester,DM,181130.94854619197,2437569.86880585,0.07430800276298413
Greater Manchester,EP,21342.46670670405,2403874.6161850775,0.008878361027237897
Greater Manchester,HF,27563.315399678453,3083594.6614952935,0.008938696043244697
Greater Manchester,HYP,416560.3555866419,3083594.6614952935,0.13508920636950508
Greater Manchester,LD,16418.112689785194,3083594.6614952935,0.005324342039762042
Greater Manchester,MH,31850.38293087401,3083594.6614952935,0.010328978490133056
Greater Manchester,OB,278412.9642837436,2403874.6161850775,0.11581842181335643
Greater Manchester,OST,7792.374660397394,1017872.9575657491,0.0076555473868103515
Greater Manchester,PAD,22522.73937013737,3083594.6614952935,0.00730405317254495
Greater Manchester,PC,14884.68334613562,3083594.6614952935,0.004827055751522723
Greater Manchester,RA,17469.48419006915,2472632.07456704,0.007065136932322643
Greater Manchester,STIA,54997.66716028332,3083594.6614952935,0.017835569586053802
Hampshire & IoW,AF,49552.39411405514,2080968.6167432792,0.023812177519334603
Hampshire & IoW,AST,142557.8021496899,2080968.6167432792,0.06850550315977047
Hampshire & IoW,CAN,76072.68627489313,2080968.6167432792,0.0365563832451962
Hampshire & IoW,CHD,63325.883726915185,2080968.6167432792,0.030430965280975907
Hampshire & IoW,CKD,61423.5033562041,1677028.643680281,0.03662638893358953
Hampshire & IoW,COPD,40362.670079376956,2080968.6167432792,0.019396097449342908
Hampshire & IoW,CVDPP,14326.596126405968,1168180.619415985,0.012264024833392924
Hampshire & IoW,DEM,18307.396556799093,2080989.9030815966,0.008797446123928286
Hampshire & IoW,DEP,212063.06049927598,1677028.643680281,0.12645166276581796
Hampshire & IoW,DM,112746.82518598187,1697743.8877815746,0.06640979596357555
Hampshire & IoW,EP,13481.306173028728,1677028.643680281,0.008038804956511457
Hampshire & IoW,HF,20662.590192683234,2080968.6167432792,0.009929313698646853
Hampshire & IoW,HYP,307644.2971618807,2080968.6167432792,0.14783706716507083
Hampshire & IoW,LD,9958.328661690475,2080968.6167432792,0.004785429526215193
Hampshire & IoW,MH,18157.444238213295,2080968.6167432792,0.008725477209084363
Hampshire & IoW,OB,178126.91115881098,1677028.643680281,0.10621578339169392
Hampshire & IoW,OST,11988.71754301074,824749.1424143807,0.014536198859103778
Hampshire & IoW,PAD,12561.394881377446,2080968.6167432792,0.006036321153673167
Hampshire & IoW,PC,9152.674306692606,2080968.6167432792,0.004398275991791056
Hampshire & IoW,RA,13465.27614454606,1719405.707615553,0.00783135480178178
Hampshire & IoW,STIA,40773.79090101853,2080968.6167432792,0.019593659689510174
Herefordshire,AF,5179.9559239146765,188767.93698075943,0.027440867378037057
Herefordshire,AST,13072.263969218364,188767.93698075943,0.06925044675648906
Herefordshire,CAN,7748.820382233734,188767.93698075943,0.04104945207418116
Herefordshire,CHD,6738.924773642617,188767.93698075943,0.03569952016972827
Herefordshire,CKD,7256.755304896698,154566.01428831238,0.046949229675811235
Herefordshire,COPD,4701.03141552968,188767.93698075943,0.024903760091465336
Herefordshire,CVDPP,1459.3740042150973,109893.4107499452,0.013279904538915453
Herefordshire,DEM,1830.5881969236366,188764.0845681003,0.009697756864671024
Herefordshire,DEP,16661.582057234747,154566.01428831238,0.10779589636151099
Herefordshire,DM,11063.068261369452,156425.40844292432,0.07072424084739459
Herefordshire,EP,1363.1701048028021,154566.01428831238,0.008819339174134862
Herefordshire,HF,1990.3575942102207,188767.93698075943,0.010543938902151015
Herefordshire,HYP,31437.88404461331,188767.93698075943,0.1665424994702235
Herefordshire,LD,1055.4326508455688,188767.93698075943,0.0055911648330041665
Herefordshire,MH,1496.1454641465757,188767.93698075943,0.007925845289600603
Herefordshire,OB,17367.02568093789,154566.01428831238,0.11235992440448865
Herefordshire,OST,985.1129645729052,88847.07734638294,0.01108773629921784
Herefordshire,PAD,1351.8318415333447,188767.93698075943,0.007161342456537696
Herefordshire,PC,987.9890063827831,188767.93698075943,0.005233881464114777
Herefordshire,RA,1680.5139388369762,158364.60035652074,0.010611676694499235
Herefordshire,STIA,4634.047617351796,188767.93698075943,0.024548912762786253
Hertfordshire,AF,25114.750956130523,1275677.7852668748,0.019687378150021213
Hertfordshire,AST,78865.54055485092,1275677.7852668748,0.061822461334428626
Hertfordshire,CAN,39754.46666055349,1275677.7852668748,0.03116340749967419
Hertfordshire,CHD,33975.13597042745,1275677.7852668748,0.026633007459105178
Hertfordshire,CKD,31169.217123280505,998444.7960769243,0.03121776711717079
Hertfordshire,COPD,19313.953529837498,1275677.7852668748,0.015140150399183264
Hertfordshire,CVDPP,8164.828248945273,722842.1870097066,0.011295450647010496
Hertfordshire,DEM,9831.914884732749,1275627.2317007736,0.007707514107882452
Hertfordshire,DEP,105205.40000525975,998444.7960769243,0.10536927070843714
Hertfordshire,DM,62009.10406930888,1012729.8534233342,0.06122965947898079
Hertfordshire,EP,7191.681711882766,998444.7960769243,0.007202883664815745
Hertfordshire,HF,8784.61875922032,1275677.7852668748,0.006886236368365196
Hertfordshire,HYP,166299.06987960264,1275677.7852668748,0.13036134343658926
Hertfordshire,LD,6278.369378878602,1275677.7852668748,0.004921594975932855
Hertfordshire,MH,10333.585448369691,1275677.7852668748,0.008100466722643352
Hertfordshire,OB,87579.11700620744,998444.7960769243,0.0877155325465385
Hertfordshire,OST,3125.649380406937,456560.0905493613,0.0068460854225036675
Hertfordshire,PAD,5725.839183170521,1275677.7852668748,0.004488468208273033
Hertfordshire,PC,5783.833530865961,1275677.7852668748,0.004533929803955917
Hertfordshire,RA,7492.6413772955275,1027696.0567492797,0.0072907172583649
Hertfordshire,STIA,20278.988053993486,1275677.7852668748,0.01589663807600998
Humberside,AF,23499.04605143453,974939.3535654366,0.024103084941126347
Humberside,AST,66128.3201500451,974939.3535654366,0.06782813711253749
Humberside,CAN,35278.78796265433,974939.3535654366,0.03618562306838552
Humberside,CHD,40398.682617224964,974939.3535654366,0.04143712372414092
Humberside,CKD,36082.02388604263,782753.8523781069,0.04609625845522293
Humberside,COPD,25893.150600529167,974939.3535654366,0.026558729531058214
Humberside,CVDPP,7473.918704781425,555846.6345704638,0.01344600873684694
