imd_income,group_code,register,list,prevalence
4,STIA,108613.27927130515,6229366.36536132,0.017435686537117856
5,AF,126934.57636273676,6175248.481538782,0.02055537955148106
5,AST,396665.1883208615,6175248.481538782,0.06423469266163331
5,CAN,193881.7115706725,6175248.481538782,0.03139658463141875
5,CHD,190627.3527294784,6175248.481538782,0.030869584163190928
5,CKD,201122.92854880955,4987424.348547919,0.040326010881220925
5,COPD,116855.5197090506,6175248.481538782,0.01892320933455489
5,CVDPP,40646.01182084171,3490552.1866361313,0.01164457932371226
5,DEM,48765.48398601686,6174390.919422223,0.007898023403834002
5,DEP,563133.281923201,4987424.348547919,0.11291064135883214
5,DM,359639.40661947476,5046847.968296997,0.07126020218533174
5,EP,39094.287989780176,4987424.348547919,0.007838572629409893
5,HF,54959.45647526704,6175248.481538782,0.008899958704426407
5,HYP,872741.5421518516,6175248.481538782,0.14132897562923283
5,LD,31582.7880764197,6175248.481538782,0.005114415747129536
5,MH,57790.30253170308,6175248.481538782,0.009358376866043547
5,OB,518441.4475445289,4987424.348547919,0.10394973664021037
5,OST,18670.065231839042,2218534.5857814653,0.008415494331932005
5,PAD,35971.49991710781,6175248.481538782,0.005825109714151006
5,PC,29620.00297201294,6175248.481538782,0.004796568601338624
5,RA,39363.76628369592,5108694.626606413,0.0077052494151219906
5,STIA,111167.55478087845,6175248.481538782,0.018002118475591626
6,AF,130233.86102352204,5960924.779198211,0.021847928945186165
6,AST,387567.9457854771,5960924.779198211,0.06501809033691713
6,CAN,197013.39906756254,5960924.779198211,0.03305081113505719
6,CHD,188810.89012484043,5960924.779198211,0.031674764758604604
6,CKD,200501.58838666233,4852000.684019632,0.041323487246617024
6,COPD,112221.67629625177,5960924.779198211,0.01882621916113936
6,CVDPP,41024.64560399418,3412394.5694259712,0.012022245601831237
6,DEM,49938.57532427466,5960111.099212151,0.008378799403735256
6,DEP,550758.7414558617,4852000.684019632,0.11351167844427973
6,DM,340474.3677649041,4909362.855403513,0.06935204787117323
6,EP,38195.32582559773,4852000.684019632,0.007872077584695407
6,HF,54336.688146023815,5960924.779198211,0.009115479587268422
6,HYP,859134.1413985798,5960924.779198211,0.14412766025779977
6,LD,29147.75001448383,5960924.779198211,0.004889803360076022
6,MH,52026.661753420216,5960924.779198211,0.008727951396900229
6,OB,495108.01147530816,4852000.684019632,0.10204203249722892
6,OST,19585.286128351487,2306786.1761226896,0.008490291094630618
6,PAD,35123.493438819365,5960924.779198211,0.005892289324198407
6,PC,28652.556352837928,5960924.779198211,0.004806730065245331
6,RA,39267.14801713097,4968682.985616732,0.007902928830597747
6,STIA,111266.28218071676,5960924.779198211,0.018665943004179782
7,AF,134241.05861734657,5829911.54947038,0.023026259914619415
7,AST,384691.0840634464,5829911.54947038,0.06598574966345652
7,CAN,202536.13194178758,5829911.54947038,0.03474085845439405
7,CHD,187055.9332516021,5829911.54947038,0.032085552527567125
7,CKD,203596.41894979883,4765760.999140214,0.04272065237567084
7,COPD,109321.5364561866,5829911.54947038,0.018751834488143812
7,CVDPP,40441.17085109047,3373955.754909777,0.011986277766755097
7,DEM,52737.663233324485,5827428.409399992,0.009049903238323009
7,DEP,544289.9926924239,4765760.999140214,0.11420841137241641
7,DM,324968.22847579035,4822680.364950298,0.06738332294164791
7,EP,37438.740747141805,4765760.999140214,0.007855773874077212
7,HF,54435.33647755959,5829911.54947038,0.009337249118728875
7,HYP,853169.6145387347,5829911.54947038,0.1463434920579955
7,LD,28032.550460629256,5829911.54947038,0.004808400646005664
7,MH,48583.2426039672,5829911.54947038,0.008333444202662176
7,OB,479086.99239228363,4765760.999140214,0.10052686076341537
7,OST,21719.799843652017,2403759.5720647248,0.009035762185232051
7,PAD,34894.24308902595,5829911.54947038,0.005985381217695478
7,PC,29157.182508954724,5829911.54947038,0.005001307869174022
7,RA,38713.5514357387,4881666.518229953,0.007930396574851629
7,STIA,111715.2402574571,5829911.54947038,0.019162424559872767
8,AF,136207.7940219015,5794492.845918257,0.023506421984427622
8,AST,383504.81274848623,5794492.845918257,0.06618436210834806
8,CAN,205336.2552911716,5794492.845918257,0.03543644987599115
8,CHD,185996.3897783321,5794492.845918257,0.03209882119525805
8,CKD,203340.2622489475,4726127.520063677,0.0430247092118682
8,COPD,105583.39816549781,5794492.845918257,0.018221335494420815
8,CVDPP,40599.6706032042,3372735.8752370514,0.012037607481004029
8,DEM,53554.99511964467,5791724.8993703285,0.00924681265946646
8,DEP,533941.6522932008,4726127.520063677,0.11297656485705804
8,DM,313303.99293964787,4784527.037887709,0.06548275105536168
8,EP,36473.93521753125,4726127.520063677,0.007717509750358963
8,HF,54213.39623853734,5794492.845918257,0.009356020911601644
8,HYP,849946.5531834799,5794492.845918257,0.14668178489204578
8,LD,26376.789139745986,5794492.845918257,0.004552044474146907
8,MH,46206.442035095075,5794492.845918257,0.007974199513878719
8,OB,465574.16704039765,4726127.520063677,0.09851070777585044
8,OST,22513.228674572798,2462524.628482122,0.009142336451859061
8,PAD,34055.86757654567,5794492.845918257,0.005877281840210611
8,PC,28666.03769135816,5794492.845918257,0.004947117625928389
8,RA,38498.151821138825,4845367.363525911,0.007945352525989735
8,STIA,111544.0182238113,5794492.845918257,0.019250005339532843
9,AF,132578.73922719326,5704955.014371469,0.023239226057560743
9,AST,374030.7098484807,5704955.014371469,0.0655624293103543
9,CAN,201368.29851383928,5704955.014371469,0.03529708788352726
9,CHD,177785.43569875605,5704955.014371469,0.03116333700281477
9,CKD,193181.97527853714,4656213.041720604,0.04148907568180147
9,COPD,98338.21480546638,5704955.014371469,0.01723733395929338
9,CVDPP,40057.87263657833,3333109.7790155876,0.012018167804964756
9,DEM,52598.09532870476,5701344.038958587,0.009225560669429866
9,DEP,517633.4517839033,4656213.041720604,0.11117048278199551
9,DM,296020.8198354269,4715402.138870823,0.06277742833325213
9,EP,34887.6873616092,4656213.041720604,0.007492717160707321
9,HF,51603.01045708575,5704955.014371469,0.009045296646001863
9,HYP,819442.6004986352,5704955.014371469,0.1436369959858335
9,LD,24587.923390473596,5704955.014371469,0.004309924149889641
9,MH,43576.16571984913,5704955.014371469,0.007638301373117846
9,OB,437407.8021455435,4656213.041720604,0.093940676302025225
9,OST,22723.992103981167,2477881.7810114413,0.009170732953492846
9,PAD,32113.717277505966,5704955.014371469,0.005629092113190664
9,PC,27500.145707906722,5704955.014371469,0.0048203965918452545
9,RA,37038.86839349786,4777327.58648117,0.007753051831385826
9,STIA,107304.31969016502,5704955.014371469,0.018808968593065592
Wales,AF,400.1260075934057,13947.568338620187,0.028687868586058464
Wales,AST,980.5774809133543,13947.568338620187,0.07030454751013332
Wales,CAN,590.7606339727527,13947.568338620187,0.04235581569706048
Wales,CHD,498.4271016876477,13947.568338620187,0.03573577053625366
Wales,CKD,558.4073086824509,11446.116969233053,0.048785741940558465
Wales,COPD,288.8293672586968,13947.568338620187,0.02070822384565353
Wales,CVDPP,115.19197876218949,8198.257671412925,0.014050787786758695
Wales,DEM,121.60390127300384,13959.411534080731,0.008711248391532703
Wales,DEP,1383.3541035770731,11446.116969233053,0.12085793874861693
Wales,DM,761.8219281106892,11594.761572740901,0.0657039753108611
Wales,EP,89.76765810260233,11446.116969233053,0.007842629805714558
Wales,HF,142.60299276243538,13947.568338620187,0.010224218967802016
Wales,HYP,2264.023175275344,13947.568338620187,0.16232386322183243
Wales,LD,64.86647160458669,13947.568338620187,0.00465073696215378
Wales,MH,119.15014767812389,13947.568338620187,0.00854271832805454
Wales,OB,1355.2059037795684,11446.116969233053,0.11839874670356212
Wales,OST,72.8147870421258,6486.442954655788,0.01122568833968722
Wales,PAD,108.96809607764095,13947.568338620187,0.0078126949036638315
Wales,PC,63.657257406612466,13947.568338620187,0.004564039828387031
Wales,RA,137.45695882173536,11756.440900018804,0.011692055443541207
Wales,STIA,320.0137877814749,13947.568338620187,0.022944055910833656
