PRACTICE_CODE,TOTAL,16OV,17OV,18OV,30_74,50OV,0_64,65OV,65OV%
B81014,6759,5690,5617,5552,3745,3491,4661,2098,0.310400947
B81015,14226,11694,11534,11385,8049,5911,11298,2928,0.205820329
B81016,9592,7706,7587,7476,5274,3559,7859,1733,0.180671393
B81017,15968,13252,13149,13011,9111,3821,14543,1425,0.089240982
B81018,9061,6922,6804,6684,4689,2850,7846,1215,0.13409116
B81020,7362,6042,5954,5877,4326,3119,5807,1555,0.211219777
B81022,13682,11523,11376,11240,7867,6526,10248,3434,0.250986698
B81023,6100,5014,4941,4887,3460,2645,4732,1368,0.224262295
B81024,8513,7273,7196,7105,4925,4574,5847,2666,0.313168096
B81025,35380,30113,29763,29454,21238,17858,25573,9807,0.277190503
B81026,20327,16531,16309,16086,11446,7250,16892,3435,0.168987062
B81027,8713,6930,6830,6748,4805,3151,7329,1384,0.158843108
B81029,10973,9176,9051,8914,6611,4953,8543,2430,0.221452657
B81030,13106,10889,10756,10609,7279,6336,9487,3619,0.276133069
B81031,12393,10181,10049,9903,7333,5171,10035,2358,0.1902687
B81032,4265,3682,3659,3632,2464,1097,3900,365,0.085580305
B81034,11218,9609,9509,9409,6888,6027,7864,3354,0.298983776
B81035,6867,5753,5682,5621,4040,2726,5539,1328,0.19338867
B81036,17161,14516,14330,14153,10217,8152,12980,4181,0.243633821
B81037,14969,12805,12648,12496,8814,7820,10613,4356,0.291001403
B81038,7501,6088,6002,5933,4252,3190,5860,1641,0.218770831
B81039,25335,20634,20370,20126,14390,10379,20330,5005,0.197552793
B81040,14513,11402,11215,11066,7893,4921,12420,2093,0.144215531
B81041,6141,5184,5101,5041,3671,2920,4641,1500,0.244259893
B81042,13117,11113,10996,10843,7616,6283,9615,3502,0.266981779
B81043,14929,12649,12505,12367,9001,7566,11095,3834,0.256815594
B81045,12686,10281,10113,9948,7093,5130,10059,2627,0.207078669
B81046,8499,6662,6572,6475,4537,3002,7207,1292,0.152017884
B81047,7337,6118,6043,5978,4409,2573,6276,1061,0.144609513
B81048,58597,47402,46753,46120,32448,21100,48765,9832,0.16779016
B81051,9927,8645,8542,8433,5942,5358,6971,2956,0.297773748
B81052,6725,5556,5493,5444,3956,1947,5984,741,0.110185874
B81054,8735,7511,7414,7320,5263,3674,6996,1739,0.199084144
B81055,4213,3599,3560,3528,2501,2083,3031,1182,0.280560171
B81058,8494,7066,6973,6902,4944,2979,7191,1303,0.153402402
B81060,6487,5602,5547,5492,3893,3401,4603,1884,0.290427008
B81061,27562,22634,22307,22019,16348,12128,21695,5867,0.21286554
B81063,6456,5531,5464,5415,3947,3362,4773,1683,0.260687732
B81064,9112,7428,7337,7255,5146,3689,7213,1899,0.208406497
B81065,11524,9645,9516,9394,6762,5344,8861,2663,0.231082957
B81068,17355,14212,14055,13867,9808,6919,13880,3475,0.200230481
B81069,10015,8396,8310,8217,5580,5149,6865,3150,0.314528208
B81070,6105,5106,5029,4969,3451,2993,4411,1694,0.277477477
B81074,6584,5385,5299,5219,3774,2576,5395,1189,0.180589307
B81075,3517,2979,2946,2920,2032,1626,2657,860,0.244526585
B81077,9829,8012,7905,7810,5613,4040,7948,1881,0.191372469
B81082,6211,5188,5098,5023,3747,2985,4780,1431,0.230397682
B81085,4685,3949,3911,3858,2754,2144,3632,1053,0.224759872
B81087,8695,7030,6910,6820,4984,3501,7003,1692,0.194594595
B81088,7374,6319,6230,6157,4643,3594,5661,1713,0.232302685
B81090,4486,3658,3601,3540,2525,1686,3721,765,0.170530539
B81091,5415,4468,4427,4392,3198,2322,4338,1077,0.198891967
B81092,10687,8907,8816,8726,6267,5120,7977,2710,0.253579115
B81095,4098,3510,3475,3443,2424,2058,2901,1197,0.292093704
B81097,2736,2235,2205,2191,1563,945,2271,465,0.16995614
B81099,10244,8568,8446,8343,6167,4934,7766,2478,0.241897696
B81100,4667,3865,3829,3794,2569,2171,3326,1341,0.287336619
B81101,21255,17890,17628,17375,12486,9963,16295,4960,0.233356857
B81104,7381,6980,6961,6932,1657,561,7209,172,0.023303075
B81108,4481,3676,3635,3591,2585,1817,3614,867,0.193483597
B81109,12796,10761,10622,10487,7513,6067,9642,3154,0.246483276
B81112,7898,6206,6110,6028,4313,2621,6696,1202,0.152190428
B81113,7640,6183,6094,6034,4264,2957,6256,1384,0.181151832
B81118,7998,6338,6242,6146,4313,3015,6524,1474,0.184296074
B81119,4737,3678,3622,3567,2492,1527,4128,609,0.128562381
B81603,2867,2253,2210,2169,1580,938,2476,391,0.136379491
B81606,4330,3408,3352,3297,2303,1423,3756,574,0.13256351
B81616,2765,2233,2202,2173,1489,1111,2249,516,0.186618445
B81617,8807,6746,6635,6510,4622,2285,7829,978,0.11104803
B81619,4261,3514,3467,3428,2452,1841,3308,953,0.223656419
B81620,2460,2047,2025,1992,1424,935,2023,437,0.177642276
B81628,3025,2540,2508,2480,1874,1519,2318,707,0.233719008
B81631,4653,3615,3562,3504,2586,1472,3954,699,0.150225661
B81635,3425,2908,2877,2847,2124,1641,2542,883,0.257810219
B81642,3892,3298,3264,3239,2334,1932,2800,1092,0.28057554
B81645,4016,3215,3180,3133,2273,1430,3407,609,0.151643426
B81647,3021,2495,2464,2440,1879,1384,2392,629,0.208209202
B81648,1502,1234,1222,1202,917,659,1238,264,0.175765646
B81653,7490,6403,6333,6263,4376,3504,5527,1963,0.262082777
B81655,2770,2155,2127,2094,1482,967,2343,427,0.154151625
B81656,6543,4804,4722,4651,3234,1850,5776,767,0.117224515
B81658,2797,2349,2316,2296,1722,1232,2260,537,0.191991419
B81663,2542,2077,2051,2028,1505,939,2110,432,0.169944925
B81664,1961,1512,1492,1474,1051,655,1668,293,0.149413565
B81665,2337,1911,1885,1854,1402,949,1915,422,0.180573385
B81666,2195,1917,1897,1878,1309,1176,1601,594,0.270615034
B81675,11196,8670,8555,8427,6045,3126,9941,1255,0.112093605
B81677,4189,3480,3435,3399,2449,1856,3272,917,0.21890666
B81688,2033,1581,1559,1542,1079,610,1771,262,0.128873586
B81697,2666,2112,2064,2040,1494,1021,2224,442,0.165791448
B82002,7244,6132,6051,5970,4199,3691,5251,1993,0.275124241
B82004,10318,8711,8604,8480,6212,5302,7611,2707,0.262357046
B82005,58719,47698,46974,46184,31859,19464,49722,8997,0.153221274
B82007,9512,8350,8223,8104,5720,5427,6548,2964,0.311606392
B82008,8515,7201,7104,6993,4969,4232,6177,2338,0.274574281
B82010,7338,6063,5985,5883,4155,3280,5653,1685,0.229626601
B82011,5425,4512,4457,4416,3289,2579,4199,1226,0.225990783
B82012,13912,11269,11086,10905,7976,6245,10776,3136,0.225416906
B82013,19952,16718,16524,16311,12019,8008,16324,3628,0.181836407
B82014,6708,5604,5534,5466,4040,2835,5269,1439,0.214519976
B82016,7757,6422,6331,6237,4635,3061,6289,1468,0.189248421
B82017,13884,11993,11841,11690,8447,7127,10040,3844,0.276865457
B82018,6171,5137,5025,4932,3666,2979,4662,1509,0.24453087
B82019,3284,2533,2498,2463,1887,1307,2646,638,0.194275274
B82020,12125,10037,9911,9774,7079,5560,9242,2883,0.237773196
B82021,8618,7344,7270,7200,5180,3550,6815,1803,0.209213275
B82022,5458,4696,4652,4590,3233,2995,3746,1712,0.31366801
B82023,6619,5340,5260,5175,3710,2758,5302,1317,0.198972654
B82024,8239,6591,6518,6417,4477,3465,6445,1794,0.217744872
B82025,20588,17181,16985,16810,12016,9171,15897,4691,0.227851175
B82026,32536,27433,27094,26788,18841,16018,23282,9254,0.284423408
B82027,15129,12679,12488,12282,8874,6329,12059,3070,0.202921541
B82028,14017,11904,11760,11605,8388,7084,10218,3799,0.271028037
B82029,3240,2842,2808,2774,2082,1805,2320,920,0.283950617
B82030,5708,4893,4851,4802,3498,3125,4038,1670,0.292571829
B82031,9941,8007,7905,7804,5685,3868,8161,1780,0.179056433
B82032,10708,8970,8868,8745,6360,5351,7994,2714,0.25345536
B82033,10580,9158,9060,8971,6287,5803,7183,3397,0.321077505
B82034,6173,5387,5320,5239,3775,3445,4365,1808,0.292888385
B82035,3597,3082,3040,3002,2184,1849,2667,930,0.258548791
B82036,7461,6182,6081,5976,4265,3358,5729,1732,0.232140464
B82037,9068,7840,7759,7676,5249,5190,5902,3166,0.349139832
B82038,29344,24401,24042,23711,16952,12546,23114,6230,0.21230916
B82041,16045,13347,13183,13015,9480,7277,12309,3736,0.232845123
B82042,8383,7086,6997,6932,4921,4094,6304,2079,0.248001909
B82044,9134,7946,7831,7711,5351,5121,6295,2839,0.310816729
B82045,4211,3736,3707,3679,2744,2484,2913,1298,0.308240323
B82046,2931,2491,2466,2435,1794,1512,2116,815,0.278062095
B82047,21900,20790,20727,20628,5816,2426,20712,1188,0.054246575
B82049,7168,6071,6000,5943,4217,3524,5296,1872,0.261160714
B82050,20075,17018,16829,16646,11910,10196,14530,5545,0.276214197
B82053,12831,10824,10701,10555,7715,5590,9987,2844,0.22165069
B82054,14298,12362,12230,12115,8588,7745,9821,4477,0.313120716
B82057,6379,5297,5228,5166,3834,2854,5099,1280,0.20065841
B82059,10866,9218,9100,8997,6493,4984,8340,2526,0.23246825
B82060,12217,10201,10090,9979,7011,5620,9193,3024,0.247523942
B82061,7096,6141,6079,6028,4299,3871,4967,2129,0.300028185
B82062,2430,2100,2075,2051,1544,1304,1756,674,0.277366255
B82063,8745,7530,7417,7328,5267,4875,5871,2874,0.32864494
B82064,3340,2807,2767,2724,2011,1619,2597,743,0.22245509
B82066,9613,8213,8116,8023,5738,4987,7013,2600,0.270467076
B82067,7455,6138,6050,5966,4361,3320,5782,1673,0.224413146
B82068,3454,2987,2951,2929,2048,1829,2410,1044,0.302258251
B82069,7383,6353,6273,6194,4421,3694,5505,1878,0.254368143
B82071,7507,6212,6118,6045,4469,3668,5532,1975,0.263087785
B82072,5546,4734,4672,4608,3436,2836,4019,1527,0.275333574
B82073,10048,8293,8183,8073,6049,4270,7911,2137,0.21267914
B82074,17452,14364,14181,14004,10068,7084,13947,3505,0.20083658
B82075,9646,8164,8050,7955,5764,4753,7169,2477,0.256790379
B82077,5931,5130,5072,5012,3543,3306,4079,1852,0.312257629
B82078,6069,5366,5322,5264,3721,3484,4076,1993,0.32839018
B82079,3513,3005,2962,2927,2055,1923,2434,1079,0.30714489
B82080,19430,16097,15889,15681,11409,9003,14688,4742,0.244055584
B82081,7138,5879,5792,5708,4215,3342,5495,1643,0.23017652
B82083,44273,37989,37600,37198,23631,14615,37505,6768,0.152869695
B82086,2403,2089,2066,2042,1488,1294,1747,656,0.272992093
B82088,10282,8665,8579,8468,5906,4393,8108,2174,0.211437464
B82091,7259,6117,6028,5950,4317,3094,5732,1527,0.210359554
B82097,10987,8854,8739,8621,6520,3792,9468,1519,0.138254301
B82098,21700,19001,18836,18672,12897,7347,18416,3284,0.151336406
B82100,8042,6799,6733,6650,4865,3574,6297,1745,0.216985824
B82101,5184,4492,4450,4410,3176,2889,3578,1606,0.309799383
B82103,2384,2087,2069,2048,1417,1051,1796,588,0.246644295
B82104,7979,5443,5335,5232,3608,1778,7354,625,0.078330618
B82105,8920,7390,7294,7207,5283,4033,6987,1933,0.216704036
B82106,3542,3041,2995,2960,2112,1908,2475,1067,0.301242236
B82609,3920,3267,3150,3001,2156,1876,2973,947,0.241581633
B82619,1347,1164,1157,1146,869,755,957,390,0.289532294
B82622,1593,1445,1432,1415,1054,987,1061,532,0.33396108
B82628,4036,3544,3501,3462,2412,2351,2704,1332,0.330029732
B83002,5088,4304,4245,4189,2966,2520,3664,1424,0.279874214
B83005,6896,4997,4884,4771,3352,1564,6275,621,0.090052204
B83006,11705,9747,9648,9545,6887,5302,8881,2824,0.241264417
B83008,12064,9300,9139,8969,6291,3610,10403,1661,0.137682361
B83009,10430,8455,8350,8240,5988,4217,8388,2042,0.1957814
B83010,10226,8089,7950,7832,5714,3500,8648,1578,0.154312537
B83012,10308,7709,7568,7423,5222,2872,9018,1290,0.125145518
B83014,13114,10913,10753,10631,7711,5602,10238,2876,0.21930761
B83015,8975,6732,6607,6484,4686,2640,7952,1023,0.113983287
B83016,7123,5227,5100,4993,3417,1783,6374,749,0.105152323
B83017,7932,6245,6146,6027,4392,2868,6710,1222,0.154059506
B83018,12157,9739,9586,9454,6866,4523,10051,2106,0.173233528
B83019,6842,5512,5446,5358,4036,2994,5276,1566,0.228880444
B83020,8328,6765,6673,6597,4873,3213,6989,1339,0.160782901
B83021,12946,10264,10107,9961,7107,4784,10715,2231,0.172331222
B83022,9199,7832,7737,7672,5679,4636,6667,2532,0.275247309
B83023,9904,7851,7718,7585,5327,3565,8203,1701,0.171748788
B83025,4320,3196,3134,3070,2200,1034,3899,421,0.097453704
B83026,5622,3907,3820,3725,2531,856,5332,290,0.051583067
B83027,9451,7960,7877,7772,5909,4441,7288,2163,0.22886467
B83028,10946,8856,8732,8603,6237,4388,8826,2120,0.193678056
B83029,10328,8321,8214,8106,5897,3998,8429,1899,0.183869094
B83030,8961,7243,7145,7058,5253,3597,7335,1626,0.181452963
B83031,3736,3101,3072,3046,2385,1657,2921,815,0.218147752
B83032,3981,2900,2834,2769,1969,926,3638,343,0.086159256
B83033,13401,10647,10481,10313,7456,4911,11218,2183,0.162898291
B83034,6818,4974,4829,4734,3264,1342,6253,565,0.082868877
B83035,10343,7539,7381,7212,5040,2256,9454,889,0.085951851
B83037,10085,8518,8417,8314,6063,4827,7572,2513,0.249181953
B83038,18827,14025,13712,13403,9256,5135,16554,2273,0.120730865
B83039,12789,10364,10244,10108,7458,5190,10348,2441,0.190867151
B83040,11514,9416,9298,9193,6818,4449,9293,2221,0.192895605
B83041,14736,11036,10821,10636,7686,4311,13013,1723,0.116924539
B83042,7830,5961,5886,5796,4139,2482,6733,1097,0.140102171
B83045,13818,10937,10757,10586,7582,5016,11479,2339,0.169271964
B83049,4581,3593,3495,3395,2406,1719,3731,850,0.185549007
B83051,9905,9144,9108,9079,4108,230,9872,33,0.003331651
B83052,23879,16973,16571,16151,11009,4906,21958,1921,0.080447255
B83054,5621,4603,4541,4482,3284,2128,4628,993,0.176658957
B83055,23786,17507,17158,16803,11689,6261,21153,2633,0.110695367
B83056,7862,6261,6163,6073,4220,2998,6391,1471,0.187102518
B83058,7235,4887,4750,4631,3009,966,6935,300,0.0414651
B83061,3535,2945,2913,2883,2152,1597,2791,744,0.210466761
B83062,8518,6456,6340,6240,4563,2569,7507,1011,0.118689833
B83063,19973,16040,15795,15555,11285,6686,16971,3002,0.150302909
B83064,10465,8039,7909,7777,5612,3525,8958,1507,0.144003822
B83067,7603,6302,6227,6149,4586,3289,5994,1609,0.211626989
B83602,6660,4747,4606,4473,2986,1109,6184,476,0.071471471
B83604,3103,2248,2189,2137,1475,591,2871,232,0.074766355
B83611,7208,5306,5193,5082,3527,1219,6772,436,0.060488346
B83614,9124,6449,6304,6159,4097,1524,8472,652,0.071459886
B83617,2509,1808,1773,1728,1186,436,2308,201,0.080111598
B83620,3065,2671,2649,2629,1857,1858,1914,1151,0.375530179
B83621,4166,3018,2958,2877,1993,779,3857,309,0.074171867
B83622,5102,3666,3579,3479,2407,913,4809,293,0.057428459
B83624,17830,15161,14941,14748,10183,9216,12929,4901,0.274873808
B83626,6508,4549,4445,4316,2859,1086,6077,431,0.066226183
B83627,3764,2883,2828,2771,2006,921,3368,396,0.105207226
B83628,8802,6566,6436,6299,4327,1364,8316,486,0.055214724
B83629,3035,2213,2173,2127,1506,782,2724,311,0.10247117
B83641,7806,5549,5401,5248,3466,1359,7216,590,0.075582885
B83642,3273,2401,2346,2292,1585,625,3043,230,0.070271922
B83653,9182,6442,6269,6104,4159,1487,8659,523,0.056959268
B83657,5417,4356,4307,4244,2827,543,5348,69,0.012737678
B83659,3181,2309,2232,2162,1411,532,2985,196,0.061615844
B83660,5841,4280,4179,4089,2865,1023,5478,363,0.062146893
B83661,2908,2140,2078,2015,1321,588,2699,209,0.071870702
B84001,10013,8094,7997,7894,5913,3590,8450,1563,0.156097074
B84003,8529,7168,7083,6995,5031,3847,6733,1796,0.210575683
B84004,18814,15787,15581,15375,11935,8675,14965,3849,0.204581694
B84005,10486,8633,8500,8389,5993,4362,8306,2180,0.207896243
B84006,13627,11130,10978,10845,8033,5826,10822,2805,0.205841344
B84007,10628,8714,8576,8445,6457,4520,8635,1993,0.187523523
B84008,15547,12872,12680,12506,9158,6840,12148,3399,0.218627388
B84009,11368,9278,9140,9021,6825,4792,9096,2272,0.199859254
B84010,10461,8450,8320,8198,5838,4008,8590,1871,0.178854794
B84011,11629,9855,9713,9581,6888,5315,8898,2731,0.234843925
B84012,19654,15016,14710,14447,9980,5396,17175,2479,0.126132085
B84013,8919,7210,7099,7016,5080,3574,7285,1634,0.183204395
B84014,4787,4078,4035,3992,2832,2423,3442,1345,0.280969292
B84016,10377,8418,8304,8176,5876,4061,8474,1903,0.183386335
B84019,15278,11749,11561,11364,8144,4469,13252,2026,0.13260898
B84021,8405,6927,6859,6771,4720,3566,6641,1764,0.209875074
B84612,8366,6654,6555,6449,4663,2536,7261,1105,0.132082238
B84613,9039,6880,6766,6679,4729,2672,7974,1065,0.117822768
B84618,8997,7123,7017,6923,5046,3065,7715,1282,0.142491942
B84623,4470,3609,3550,3499,2547,1586,3780,690,0.154362416
B85001,7746,6340,6263,6188,4456,3152,6219,1527,0.197134005
B85002,4096,3304,3252,3210,2345,1711,3257,839,0.204833984
B85004,5645,4481,4412,4349,3141,1896,4815,830,0.147032772
B85005,6625,5501,5426,5370,4023,3131,4943,1682,0.253886792
B85006,14665,12431,12246,12040,8933,7092,11294,3371,0.22986703
B85008,5346,4166,4111,4040,2805,1622,4591,755,0.141227086
B85009,8682,6834,6729,6621,4606,2983,7196,1486,0.171158719
B85010,6643,5348,5273,5202,3667,2607,5423,1220,0.183651964
B85012,10980,8582,8458,8342,6122,3894,9195,1785,0.162568306
B85014,9500,7891,7770,7674,5473,4062,7397,2103,0.221368421
B85015,8963,7347,7243,7152,5173,3561,7224,1739,0.194019859
B85016,10036,7716,7581,7442,5393,3057,8654,1382,0.137704265
B85018,9150,7251,7133,7012,4923,3017,7733,1417,0.154863388
B85019,17418,14465,14270,14090,9997,7641,13378,4040,0.231943966
B85020,6679,5260,5178,5112,3682,2231,5760,919,0.137595448
B85021,9652,8070,7979,7888,5628,4198,7571,2081,0.215602984
B85022,7676,6480,6383,6312,4568,3771,5679,1997,0.260161542
B85023,6527,5346,5282,5207,3713,2679,5196,1331,0.203922169
B85024,9531,7757,7649,7559,5454,3948,7484,2047,0.214772847
B85025,11945,9624,9487,9373,6767,4707,9698,2247,0.188112181
B85026,8144,6701,6598,6485,4886,3600,6344,1800,0.221021611
B85027,11071,8958,8835,8730,6438,4345,8997,2074,0.187336284
B85028,15614,11947,11735,11534,8295,5249,13143,2471,0.158255412
B85030,8104,6455,6355,6261,4534,2876,6739,1365,0.168435341
B85031,7008,5912,5824,5741,4052,3346,5339,1669,0.238156393
B85032,6314,5175,5105,5020,3642,2769,4878,1436,0.227431105
B85033,4979,4025,3968,3916,2837,1965,4006,973,0.195420767
B85036,7518,6029,5943,5851,4290,2904,6171,1347,0.179169992
B85037,6211,5075,5011,4933,3494,2373,5063,1148,0.18483336
B85038,5886,4854,4789,4718,3313,2487,4747,1139,0.193510024
B85041,15116,11194,10940,10666,7433,3408,13780,1336,0.08838317
B85042,8546,6673,6559,6447,4706,2771,7381,1165,0.136321086
B85044,2605,1853,1801,1753,1221,479,2445,160,0.061420345
B85048,3660,2740,2691,2647,1873,942,3302,358,0.097814208
B85051,8960,7277,7173,7083,5222,3645,7284,1676,0.187053571
B85054,10111,8371,8252,8170,6215,4465,7973,2138,0.211452873
B85055,10770,7677,7504,7318,4988,1828,10094,676,0.062766945
B85058,2366,2006,1990,1967,1419,755,2070,296,0.125105664
B85059,6159,4976,4912,4859,3672,2258,5217,942,0.152946907
B85060,2540,2200,2185,2167,1514,1270,1782,758,0.298425197
B85061,9354,7798,7705,7610,5566,4335,7139,2215,0.236797092
B85062,15479,14513,14481,14440,3699,360,15416,63,0.00407003
B85606,4840,3803,3729,3651,2575,1551,4132,708,0.146280992
B85610,9964,8036,7928,7811,6052,4100,8053,1911,0.191790446
B85611,3910,3103,3046,2984,2147,1154,3417,493,0.126086957
B85612,3577,2845,2812,2777,1977,1261,3000,577,0.161308359
B85614,5306,3991,3912,3826,2693,1151,4856,450,0.084809649
B85619,2895,2198,2158,2117,1495,804,2529,366,0.12642487
B85620,1982,1638,1612,1593,1141,778,1585,397,0.200302725
B85622,3671,2971,2920,2874,2028,1401,2987,684,0.186325252
B85623,3051,2461,2430,2395,1726,1013,2617,434,0.142248443
B85634,3400,2504,2460,2421,1740,744,3125,275,0.080882353
B85636,3837,3160,3112,3067,2134,1576,3053,784,0.204326297
B85638,3101,2570,2538,2498,1828,1253,2558,543,0.175104805
B85640,3187,2625,2584,2543,1941,1242,2636,551,0.172889865
B85641,4753,3948,3886,3844,2700,1965,3779,974,0.204923206
B85645,2653,1809,1764,1707,1118,388,2511,142,0.053524312
B85646,6437,5139,5063,4971,3487,2162,5386,1051,0.163274817
B85650,4443,3129,3039,2960,2020,606,4253,190,0.042763898
B85652,7760,5637,5492,5342,3698,1559,7147,613,0.078994845
B85655,2446,1904,1862,1834,1263,800,2061,385,0.157399836
B85659,1566,1283,1272,1262,749,117,1551,15,0.009578544
B85660,5902,4763,4696,4642,3299,2220,4932,970,0.164351067
B86001,2467,2098,2070,2049,1466,906,2023,444,0.179975679
B86002,15193,11713,11542,11377,8049,3501,13820,1373,0.090370565
B86003,15422,12130,11980,11830,8456,4010,13817,1605,0.104072105
B86004,8054,6606,6516,6439,4608,3264,6349,1705,0.211696052
B86005,5442,4285,4210,4142,2944,1495,4858,584,0.107313488
B86006,15594,12782,12600,12455,8878,6310,12531,3063,0.196421701
B86007,8380,6637,6542,6466,4609,3023,7001,1379,0.164558473
B86008,15298,12005,11851,11687,8716,5804,12443,2855,0.186625703
B86009,8241,6875,6806,6734,4626,3439,6336,1905,0.231161267
B86010,9561,7899,7789,7691,5625,4705,7034,2527,0.264302897
B86011,6870,5410,5330,5236,3771,2435,5702,1168,0.170014556
B86012,17047,13107,12873,12665,9037,4220,15444,1603,0.094034141
B86013,21456,15583,15302,15044,10672,4408,19598,1858,0.086595824
B86014,13366,10592,10451,10313,7660,4421,11275,2091,0.156441718
B86015,14505,11632,11469,11306,8072,4815,12417,2088,0.143950362
B86016,17442,13675,13459,13272,9359,5904,14682,2760,0.158238734
B86017,10804,9643,9573,9499,4857,2242,9748,1056,0.097741577
B86018,7520,6272,6202,6126,4422,3201,5921,1599,0.212632979
B86019,9226,7114,7024,6931,5234,2413,8214,1012,0.109690007
B86020,11037,9025,8914,8801,6500,4402,8922,2115,0.19162816
B86022,13843,10725,10546,10371,7246,4053,12080,1763,0.127356787
B86023,3711,3078,3046,3002,2241,1643,2817,894,0.240905416
B86024,8809,7301,7216,7130,5140,3400,7284,1525,0.173118402
B86025,10196,8770,8708,8630,4681,1513,9670,526,0.051588858
B86028,4409,3726,3698,3667,2547,1623,3650,759,0.172147879
B86029,5638,4652,4593,4531,3443,2446,4408,1230,0.218162469
B86030,11691,10436,10374,10290,5787,3638,9723,1968,0.168334616
B86031,4332,3232,3176,3127,2164,1046,4007,325,0.075023084
