PRACTICE_CODE,Percent_male,Total,AgeAll,AgeMale,AgeFemale,16+,17+,18+,30_74,50+,0_64,65+,16perc,17perc,18perc,30_74perc,50perc,0_64perc,65perc,QOF
C83635,0.483533717,5739,48.86164837,48.49081081,49.20883941,4944,4898,4843,3418,3203,3904,1835,0.861474124,0.853458791,0.84387524,0.595574142,0.558111169,0.680257885,0.319742115,Yes
D82015,0.48351775,8676,48.63231904,46.95208582,50.20531131,7493,7420,7345,4919,4604,5906,2770,0.863646842,0.855232826,0.84658829,0.566966344,0.53065929,0.680728446,0.319271554,Yes
J81612,0.493506494,2772,48.96897547,48.84502924,49.08974359,2396,2372,2346,1698,1563,1887,885,0.864357864,0.855699856,0.846320346,0.612554113,0.563852814,0.680735931,0.319264069,Yes
D82621,0.490133779,5980,48.40652174,47.52030024,49.25844539,5122,5073,5017,3570,3243,4072,1908,0.856521739,0.848327759,0.838963211,0.596989967,0.542307692,0.680936455,0.319063545,Yes
L83020,0.482582136,12114,48.14867096,47.09613411,49.13034461,10369,10265,10136,6956,6466,8250,3864,0.855951791,0.847366683,0.836717847,0.574211656,0.533762589,0.681030213,0.318969787,Yes
H82021,0.490986862,6546,49.44851818,48.26820162,50.58703481,5699,5621,5559,3978,3690,4459,2087,0.870608005,0.858692331,0.849220898,0.607699358,0.563703025,0.681179346,0.318820654,Yes
M81057,0.502312436,15568,48.83967112,48.02659847,49.66029943,13502,13357,13207,9542,8603,10612,4956,0.867291881,0.857977903,0.848342754,0.612923947,0.552607914,0.681654676,0.318345324,Yes
C83031,0.48845411,11909,48.09051977,46.62265773,49.49212081,10104,9975,9877,6889,6275,8118,3791,0.848433958,0.837601814,0.829372743,0.578470065,0.526912419,0.681669326,0.318330674,Yes
J82075,0.483142816,6911,48.75213428,47.344115,50.06830907,5923,5863,5799,4000,3746,4713,2198,0.857039502,0.848357691,0.839097092,0.57878744,0.542034438,0.681956302,0.318043698,Yes
F81213,0.487304302,7601,48.0774898,47.3925486,48.72850911,6485,6405,6329,4555,4125,5186,2415,0.853177214,0.842652283,0.832653598,0.599263255,0.542691751,0.682278648,0.317721352,Yes
C81611,0.490230906,2252,50.53197158,50.17210145,50.87804878,1996,1972,1958,1376,1316,1537,715,0.886323268,0.875666075,0.869449378,0.611012433,0.584369449,0.68250444,0.31749556,Yes
D82038,0.499217037,3193,48.84747886,47.97114178,49.72107567,2750,2726,2705,1825,1720,2180,1013,0.861259004,0.853742562,0.847165675,0.571562794,0.538678359,0.682743501,0.317256499,Yes
M81054,0.504823151,7153,48.74598071,47.49321518,50.02315076,6199,6128,6052,4219,3967,4886,2267,0.866629386,0.856703481,0.846078568,0.589822452,0.554592479,0.683070041,0.316929959,Yes
L85007,0.484513692,10590,48.48668555,47.56265835,49.35519326,9050,8933,8854,6233,5771,7234,3356,0.854579792,0.843531634,0.836071766,0.588574127,0.544948064,0.683097262,0.316902738,Yes
H82007,0.47751262,13074,48.11167202,46.40541406,49.67105841,11183,11076,10953,7500,6878,8932,4142,0.855361787,0.847177604,0.837769619,0.573657641,0.526082301,0.683188007,0.316811993,Yes
D82058,0.491859665,17444,48.74289154,47.85629371,49.60108303,15198,15034,14849,10537,9645,11923,5521,0.871245127,0.861843614,0.851238248,0.604047237,0.552912176,0.68350149,0.31649851,Yes
H82076,0.470911722,3455,49.17945007,47.42593731,50.74015317,2963,2919,2886,2017,1898,2363,1092,0.857597685,0.844862518,0.835311143,0.583791606,0.54934877,0.683936324,0.316063676,Yes
A84609,0.502997602,1668,49.27218225,48.65196663,49.89987937,1432,1419,1407,1111,978,1143,525,0.858513189,0.850719424,0.84352518,0.666067146,0.586330935,0.685251799,0.314748201,Yes
B81069,0.489865202,10015,46.93100349,45.6367713,48.17381092,8396,8310,8217,5580,5149,6865,3150,0.838342486,0.829755367,0.820469296,0.557164254,0.514128807,0.685471792,0.314528208,Yes
J81054,0.492292292,9990,48.7981982,47.54493697,50.01340694,8477,8366,8260,5869,5343,6848,3142,0.848548549,0.837437437,0.826826827,0.587487487,0.534834835,0.685485485,0.314514515,Yes
A83043,0.506975037,2724,49.31057269,48.1622013,50.49143708,2372,2340,2316,1734,1555,1868,856,0.870778267,0.859030837,0.850220264,0.636563877,0.570851689,0.685756241,0.314243759,Yes
J82009,0.477623398,13027,48.45213787,47.1235937,49.6668626,11057,10903,10779,7382,6942,8935,4092,0.84877562,0.836954019,0.827435327,0.566669225,0.532893222,0.685883166,0.314116834,Yes
N84017,0.489091468,9763,48.8969579,47.26429319,50.45990377,8450,8334,8246,5660,5304,6697,3066,0.86551265,0.853631056,0.844617433,0.579739834,0.543275632,0.685957185,0.314042815,Yes
A82037,0.497659176,4272,48.89466292,47.37723424,50.39794967,3738,3701,3673,2520,2367,2932,1340,0.875,0.866338951,0.859784644,0.58988764,0.554073034,0.686329588,0.313670412,Yes
B82022,0.494686698,5458,48.84151704,48.04814815,49.6182016,4696,4652,4590,3233,2995,3746,1712,0.860388421,0.85232686,0.840967387,0.592341517,0.548735801,0.68633199,0.31366801,Yes
B81024,0.48619758,8513,48.65934453,46.66851897,50.54320988,7273,7196,7105,4925,4574,5847,2666,0.854340421,0.845295431,0.834605897,0.578526959,0.5372959,0.686831904,0.313168096,Yes
B82054,0.496363128,14298,48.86725416,47.54656897,50.16886544,12362,12230,12115,8588,7745,9821,4477,0.864596447,0.855364387,0.847321304,0.600643447,0.541684152,0.686879284,0.313120716,Yes
J84018,0.492549445,3691,49.21024113,47.94774477,50.43566471,3255,3223,3188,2241,2086,2536,1155,0.881874831,0.873205093,0.863722568,0.607152533,0.565158494,0.687076673,0.312923327,Yes
M81043,0.499198718,8736,48.23695055,47.23893602,49.23177143,7472,7368,7278,5211,4782,6005,2731,0.855311355,0.843406593,0.833104396,0.596497253,0.54739011,0.687385531,0.312614469,Yes
C81013,0.479434718,4741,49.23919004,48.49318082,49.92625608,4108,4054,4010,2857,2691,3259,1482,0.866483864,0.855093862,0.84581312,0.602615482,0.567601772,0.68740772,0.31259228,Yes
J84020,0.375,16,46.375,49.33333333,44.6,13,13,13,10,10,11,5,0.8125,0.8125,0.8125,0.625,0.625,0.6875,0.3125,Yes
D82065,0.482821229,7160,47.69958101,47.155337,48.20766946,6090,6029,5977,4172,3794,4924,2236,0.850558659,0.842039106,0.834776536,0.582681564,0.529888268,0.687709497,0.312290503,Yes
B82077,0.492159838,5931,48.90490642,48.1801987,49.60723772,5130,5072,5012,3543,3306,4079,1852,0.864946889,0.855167763,0.845051425,0.597369752,0.557410218,0.687742371,0.312257629,Yes
B82007,0.493797309,9512,49.25883095,48.2527145,50.24029076,8350,8223,8104,5720,5427,6548,2964,0.87783852,0.864486964,0.851976451,0.601345669,0.570542473,0.688393608,0.311606392,Yes
M83013,0.490924441,4738,49.49493457,48.78804815,50.17661692,4123,4056,4014,2881,2727,3262,1476,0.870198396,0.856057408,0.847192908,0.608062474,0.575559308,0.68847615,0.31152385,Yes
M87018,0.477656405,6042,48.45001655,45.0997921,51.51362484,5150,5104,5050,3192,3062,4160,1882,0.852366766,0.844753393,0.835815955,0.528301887,0.506785833,0.688513737,0.311486263,Yes
L84005,0.481617166,7643,48.29020018,47.10133116,49.39475013,6449,6360,6275,4461,4145,5264,2379,0.843778621,0.832133979,0.821012691,0.583671333,0.542326312,0.68873479,0.31126521,Yes
M81042,0.501275239,9410,48.13900106,47.29361883,48.98870658,8047,7945,7858,5564,5132,6482,2928,0.855154091,0.844314559,0.835069075,0.591285866,0.545377258,0.688841658,0.311158342,Yes
M82014,0.483568075,8520,48.0149061,46.60776699,49.3325,7342,7267,7187,4864,4491,5869,2651,0.861737089,0.852934272,0.843544601,0.570892019,0.527112676,0.688849765,0.311150235,Yes
L83657,0.484565217,4600,48.8973913,47.15567519,50.53479544,3957,3908,3860,2763,2537,3169,1431,0.860217391,0.849565217,0.839130435,0.600652174,0.551521739,0.688913043,0.311086957,Yes
M82033,0.498422713,5389,48.70235665,47.77959792,49.61931188,4668,4604,4546,3271,3017,3713,1676,0.866208944,0.8543329,0.843570236,0.606977176,0.559844127,0.688996103,0.311003897,Yes
P81073,0.480788259,12128,47.83830805,46.7942034,48.80514531,10407,10274,10158,6870,6287,8358,3770,0.858096966,0.847130607,0.837565963,0.566457784,0.518387203,0.689149077,0.310850923,Yes
B82044,0.48762864,9134,48.94668272,48.12752582,49.72628205,7946,7831,7711,5351,5121,6295,2839,0.869936501,0.857346179,0.844208452,0.585833151,0.560652507,0.689183271,0.310816729,Yes
D83076,0.497974963,5432,48.32934462,47.51977819,49.1323799,4610,4560,4508,3282,2975,3745,1687,0.848674521,0.839469809,0.829896907,0.604197349,0.547680412,0.68943299,0.31056701,Yes
C83058,0.483721546,7556,48.08231869,46.9994528,49.09689823,6449,6368,6297,4461,4038,5210,2346,0.853493912,0.842773954,0.833377448,0.590391742,0.534409741,0.689518264,0.310481736,Yes
L82038,0.492260062,4845,48.90340557,48.09979036,49.68252033,4175,4141,4102,3047,2702,3341,1504,0.861713106,0.854695562,0.846646027,0.628895769,0.557688338,0.689576883,0.310423117,Yes
J82007,0.481190048,13344,48.04039269,46.82090017,49.17145746,11469,11343,11206,7571,6987,9202,4142,0.85948741,0.850044964,0.839778177,0.567371103,0.523606115,0.689598321,0.310401679,Yes
B81014,0.487646101,6759,47.09823938,45.4368932,48.67946867,5690,5617,5552,3745,3491,4661,2098,0.841840509,0.831040095,0.821423287,0.554076047,0.516496523,0.689599053,0.310400947,Yes
L85044,0.495806776,5962,48.50838645,47.46177267,49.53759148,5068,5004,4941,3487,3347,4113,1849,0.850050319,0.839315666,0.828748742,0.584870849,0.561388796,0.689869171,0.310130829,Yes
H82030,0.486930372,12969,48.41475827,47.35122724,49.4241058,11123,11004,10891,7765,7041,8949,4020,0.857660575,0.848484848,0.839771763,0.598735446,0.542910016,0.690030072,0.309969928,Yes
B82101,0.482445988,5184,48.72685185,47.94322271,49.45732389,4492,4450,4410,3176,2889,3578,1606,0.866512346,0.858410494,0.850694444,0.612654321,0.557291667,0.690200617,0.309799383,Yes
H82070,0.490942758,12421,48.07245793,46.76582486,49.33259529,10544,10438,10324,7270,6673,8573,3848,0.848884953,0.840351018,0.831173013,0.58529909,0.537235327,0.690202077,0.309797923,Yes
J82150,0.492668622,11935,47.91721827,47.02278912,48.78579686,10116,9991,9858,6969,6379,8238,3697,0.847591119,0.837117721,0.825974026,0.583912861,0.534478425,0.690238793,0.309761207,Yes
L83050,0.48408052,12469,48.22624108,47.07388999,49.30747707,10696,10563,10442,7443,6642,8607,3862,0.857807362,0.847140909,0.837436843,0.596920362,0.532681049,0.690271874,0.309728126,Yes
L83049,0.492443325,3176,49.69175063,48.76342711,50.59243176,2817,2779,2762,1985,1808,2193,983,0.886964736,0.875,0.869647355,0.625,0.569269521,0.690491184,0.309508816,Yes
D82628,0.504504505,3552,48.82263514,48.32254464,49.33181818,3080,3046,3022,2230,2009,2453,1099,0.867117117,0.857545045,0.850788288,0.627815315,0.565596847,0.690596847,0.309403153,Yes
D82084,0.499492643,7884,47.98198884,46.88395124,49.0778003,6722,6648,6573,4641,4142,5447,2437,0.852612887,0.843226788,0.833713851,0.588660578,0.525367834,0.690892948,0.309107052,Yes
F81066,0.475220085,6134,48.10286925,46.56878216,49.49207829,5303,5243,5172,3472,3184,4239,1895,0.864525595,0.85474405,0.843169221,0.566025432,0.519074014,0.691066188,0.308933812,Yes
M81076,0.485575365,3085,48.7993517,47.9459279,49.60491493,2637,2604,2580,1857,1731,2132,953,0.854781199,0.844084279,0.8363047,0.601944895,0.561102107,0.6910859,0.3089141,Yes
L82056,0.484022209,8105,47.83294263,46.95360693,48.65781923,6808,6714,6637,4814,4333,5602,2503,0.839975324,0.828377545,0.818877236,0.593954349,0.534608267,0.691178285,0.308821715,Yes
L83022,0.492252682,9229,47.98667245,46.45982831,49.46692275,7947,7870,7773,5417,4830,6379,2850,0.861090042,0.852746776,0.842236429,0.586954166,0.523350309,0.691190812,0.308809188,Yes
N84012,0.479556421,11813,48.15440616,46.88949691,49.31994144,10196,10065,9956,6769,6303,8168,3645,0.863116905,0.852027427,0.842800305,0.573012783,0.533564717,0.691441632,0.308558368,Yes
D82009,0.495900555,7562,48.5691616,47.6424,49.48084995,6549,6486,6428,4586,4172,5230,2332,0.86604073,0.857709601,0.850039672,0.606453319,0.551705898,0.691615975,0.308384025,Yes
L84043,0.483621203,5037,48.50506254,47.51067323,49.43637063,4318,4273,4216,2954,2766,3484,1553,0.857256303,0.848322414,0.837006154,0.586460195,0.549136391,0.691681556,0.308318444,Yes
B82045,0.508667775,4211,50.186654,49.26563959,51.14016433,3736,3707,3679,2744,2484,2913,1298,0.88720019,0.880313465,0.873664213,0.651626692,0.589883638,0.691759677,0.308240323,Yes
J84010,0.496983409,13260,48.36410256,46.99210926,49.71964018,11493,11394,11290,7936,7235,9176,4084,0.866742081,0.859276018,0.851432881,0.598491704,0.545625943,0.692006033,0.307993967,Yes
M81061,0.489319482,8567,48.16458504,47.25310115,49.03794286,7467,7379,7286,5055,4545,5929,2638,0.871600327,0.861328353,0.850472744,0.590054862,0.530524104,0.692074238,0.307925762,Yes
N81031,0.492390176,5782,48.20823245,46.80576045,49.56865417,4926,4864,4806,3411,3125,4002,1780,0.851954341,0.841231408,0.831200277,0.589934279,0.540470425,0.692148046,0.307851954,Yes
D82068,0.494397565,7229,48.08106239,47.66228316,48.49056088,6207,6140,6074,4185,3833,5005,2224,0.858624983,0.849356758,0.840226864,0.578918246,0.530225481,0.692350256,0.307649744,Yes
M81038,0.487521968,11380,48.96239016,48.1593367,49.72633745,9854,9739,9630,6810,6359,7880,3500,0.865905097,0.855799649,0.846221441,0.598418278,0.558787346,0.692442882,0.307557118,Yes
B82079,0.486194136,3513,48.32991745,47.22248244,49.37783934,3005,2962,2927,2055,1923,2434,1079,0.85539425,0.843153999,0.833191005,0.584970111,0.547395389,0.69285511,0.30714489,Yes
A84018,0.481581953,7004,48.87392918,47.79306256,49.87799504,6028,5958,5895,4210,3882,4853,2151,0.860651057,0.850656768,0.841661907,0.601085094,0.554254712,0.692889777,0.307110223,Yes
M84024,0.485843373,6640,48.5878012,47.26069436,49.84182777,5708,5644,5577,3864,3604,4602,2038,0.859638554,0.85,0.839909639,0.581927711,0.542771084,0.693072289,0.306927711,Yes
N84025,0.473136703,8171,48.13095092,46.30263839,49.7728223,7088,7010,6943,4697,4305,5666,2505,0.867458083,0.857912128,0.849712398,0.574837841,0.526863297,0.693427977,0.306572023,Yes
G81057,0.492638911,6317,47.9575748,46.81587404,49.06614665,5418,5348,5293,3712,3439,4381,1936,0.85768561,0.846604401,0.837897736,0.587620706,0.544403989,0.693525408,0.306474592,Yes
L83082,0.49334664,3006,49.18529607,48.57720836,49.777413,2612,2577,2560,1880,1691,2085,921,0.868928809,0.857285429,0.851630073,0.625415835,0.562541583,0.693612774,0.306387226,Yes
N84018,0.487502884,13003,47.61062832,46.31582268,48.84228691,11025,10875,10771,7335,6696,9020,3983,0.847881258,0.836345459,0.828347304,0.564100592,0.514958087,0.693686072,0.306313928,Yes
M81083,0.49315376,4455,48.77373737,46.854802,50.6408326,3876,3832,3801,2498,2375,3091,1364,0.87003367,0.860157127,0.853198653,0.560718294,0.533108866,0.69382716,0.30617284,Yes
G81025,0.476600022,8953,47.45158048,45.69393016,49.05207,7642,7563,7487,5072,4581,6213,2740,0.853568636,0.844744778,0.836256004,0.566514018,0.511672065,0.693957333,0.306042667,Yes
G81041,0.475243305,14077,47.04908716,45.35515695,48.58318668,11879,11747,11615,7700,7155,9771,4306,0.843858777,0.834481779,0.825104781,0.546991546,0.508275911,0.694110961,0.305889039,Yes
H82048,0.486022105,10767,48.1191604,47.36652016,48.83086375,9267,9178,9104,6406,5767,7474,3293,0.860685428,0.85241943,0.845546578,0.5949661,0.535618092,0.694158076,0.305841924,Yes
L83120,0.47826087,8740,48.18272311,46.47799043,49.74539474,7441,7358,7264,5316,4697,6067,2673,0.851372998,0.84187643,0.831121281,0.608237986,0.537414188,0.69416476,0.30583524,Yes
D83043,0.505340454,5992,47.99983311,47.19616909,48.8208502,5122,5051,4989,3566,3198,4160,1832,0.854806409,0.842957276,0.832610147,0.595126836,0.533711615,0.694259012,0.305740988,Yes
C81016,0.474733585,5818,48.92248195,47.99058653,49.76472513,5038,4975,4915,3402,3192,4040,1778,0.86593331,0.855104847,0.844792025,0.584737023,0.548642145,0.6943967,0.3056033,Yes
N85007,0.480677925,16639,48.13059679,46.59702426,49.55005208,14245,14061,13897,9584,8890,11566,5073,0.856121161,0.845062804,0.835206443,0.575996154,0.534286916,0.695113889,0.304886111,Yes
J82146,0.489750693,5415,48.89658356,47.68438914,50.06007962,4712,4659,4612,3264,2947,3765,1650,0.870175439,0.860387812,0.851708218,0.602770083,0.544228994,0.695290859,0.304709141,Yes
L82039,0.482744942,5042,48.48452995,47.90632703,49.02415644,4331,4283,4239,3067,2791,3506,1536,0.85898453,0.849464498,0.840737802,0.608290361,0.553550179,0.695358985,0.304641015,Yes
A82014,0.501405811,4268,49.64761012,48.7635514,50.53665414,3799,3746,3712,2623,2467,2968,1300,0.890112465,0.87769447,0.86972821,0.614573571,0.578022493,0.695407685,0.304592315,Yes
F81061,0.497553253,6948,47.66292458,46.63783627,48.67802922,5998,5941,5881,4018,3636,4833,2115,0.863270006,0.855066206,0.846430628,0.578295912,0.523316062,0.695595855,0.304404145,Yes
H82006,0.490267239,6062,48.39046519,46.51379542,50.19546926,5213,5156,5102,3490,3254,4219,1843,0.859947212,0.850544375,0.841636424,0.575717585,0.536786539,0.695974926,0.304025074,Yes
C84692,0.494813677,2603,48.56396466,47.41226708,49.69201521,2245,2216,2192,1559,1463,1812,791,0.862466385,0.851325394,0.842105263,0.598924318,0.562043796,0.696119862,0.303880138,Yes
J81076,0.485984355,6136,48.13526728,47.65191147,48.59226379,5252,5188,5126,3706,3371,4272,1864,0.855932203,0.845501956,0.835397653,0.603976532,0.549380704,0.696219035,0.303780965,Yes
L83025,0.502226692,6961,48.3324235,47.84525172,48.82395382,5962,5894,5831,4189,3856,4847,2114,0.856486137,0.846717426,0.837667002,0.601781353,0.553943399,0.696308002,0.303691998,Yes
L84031,0.470910086,5483,48.33485318,47.73160341,48.87176836,4738,4680,4632,3242,2942,3818,1665,0.864125479,0.853547328,0.844792997,0.591282145,0.536567572,0.696334124,0.303665876,Yes
G82007,0.487394958,6188,48.12039431,46.98342175,49.20145019,5377,5310,5249,3563,3365,4309,1879,0.868939884,0.858112476,0.848254686,0.575791855,0.543794441,0.69634777,0.30365223,Yes
C83005,0.490750816,7352,47.68103917,47.17378049,48.16987179,6242,6164,6104,4252,3912,5120,2232,0.849020675,0.838411317,0.830250272,0.578346028,0.532100109,0.69640914,0.30359086,Yes
C83039,0.497857143,5600,48.68660714,48.55703013,48.81507824,4846,4794,4740,3399,3129,3900,1700,0.865357143,0.856071429,0.846428571,0.606964286,0.55875,0.696428571,0.303571429,Yes
D82066,0.49325451,6597,48.10989844,46.55654579,49.6218965,5708,5643,5562,3823,3497,4595,2002,0.865241777,0.855388813,0.843110505,0.579505836,0.530089435,0.696528725,0.303471275,Yes
P81742,0.495678479,2314,48.83362143,47.33565824,50.3059126,2033,2013,1998,1407,1263,1612,702,0.878565255,0.869922213,0.863439931,0.608038029,0.545808124,0.696629213,0.303370787,Yes
M83041,0.484352518,5560,48.2705036,47.6476049,48.85559819,4769,4717,4670,3269,3010,3874,1686,0.857733813,0.848381295,0.839928058,0.58794964,0.541366906,0.69676259,0.30323741,Yes
P81150,0.489305035,12015,48.1161881,46.84572206,49.33344198,10255,10149,10073,7019,6264,8373,3642,0.853516438,0.844694132,0.838368706,0.584186434,0.521348315,0.696878901,0.303121099,Yes
G81667,0.50416871,2039,49.17753801,47.20233463,51.1859545,1780,1760,1742,1265,1127,1421,618,0.872976949,0.86316822,0.854340363,0.620402158,0.552721923,0.69691025,0.30308975,Yes
H82099,0.490152016,7565,47.75439524,46.3319849,49.12185637,6507,6432,6362,4338,3843,5273,2292,0.860145406,0.850231328,0.840978189,0.573430271,0.507997356,0.697025777,0.302974223,Yes
L83081,0.488946264,6197,47.53396805,46.59834983,48.42911272,5203,5143,5072,3580,3258,4320,1877,0.839599806,0.829917702,0.818460545,0.577698887,0.52573826,0.697111506,0.302888494,Yes
P81029,0.484861639,18430,47.66896365,46.81065354,48.47682747,15634,15453,15268,10812,9721,12853,5577,0.84829083,0.838469886,0.828431905,0.586652198,0.527455236,0.697395551,0.302604449,Yes
L85033,0.4843928,13167,47.72856383,46.66603951,48.72676388,11214,11083,10957,7766,7050,9183,3984,0.851674641,0.841725526,0.832156148,0.589807853,0.535429483,0.697425382,0.302574618,Yes
A81048,0.484690375,7283,47.70877386,46.8427762,48.52331468,6216,6147,6080,4215,3786,5080,2203,0.853494439,0.844020321,0.834820816,0.578745023,0.519840725,0.69751476,0.30248524,Yes
M81074,0.489562482,10491,47.90067677,46.78290498,48.97273576,8983,8864,8764,6149,5591,7318,3173,0.856257745,0.844914689,0.835382709,0.586121437,0.53293299,0.697550281,0.302449719,Yes
M81048,0.50142963,9443,48.24610823,47.5936642,48.90229397,8205,8124,8037,5788,5086,6587,2856,0.868897596,0.860319814,0.85110664,0.612940803,0.538600021,0.697553744,0.302446256,Yes
